value,term,type,level
-1.290167425581667e-10,ensemble[C(ensemble)[AF2_MSAss]],ensemble,C(ensemble
-9.76413288785318e-12,ensemble[C(ensemble)[AF2_filtered]],ensemble,C(ensemble
-1.2185637844040769e-11,ensemble[C(ensemble)[ISO_BI]],ensemble,C(ensemble
1.3685408655615017e-10,ensemble[C(ensemble)[ISO_TRI]],ensemble,C(ensemble
