# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.045254 0.212730 5.77790752e+00 5.16203089e-04 1.06031777e-03 3.50000000e-01 2.00000000e+00  5.23293 
  2000 0.040974 0.202421 7.36581439e+00 9.69240818e-05 1.13941480e-03 3.50000000e-01 2.00000000e+00  7.02212 
  3000 0.040188 0.200470 7.74713524e+00 2.24747445e-05 1.15293136e-03 3.50000000e-01 2.00000000e+00  7.42170 
  4000 0.040009 0.200022 7.84121104e+00 5.57135233e-06 1.15571352e-03 3.50000000e-01 2.00000000e+00  7.51698 
  5000 0.039965 0.199911 7.86502212e+00 1.42316377e-06 1.15634119e-03 3.50000000e-01 2.00000000e+00  7.54072 
  6000 0.039953 0.199883 7.87116214e+00 3.70072702e-07 1.15648993e-03 3.50000000e-01 2.00000000e+00  7.54676 
  7000 0.039950 0.199876 7.87276834e+00 9.75406016e-08 1.15652612e-03 3.50000000e-01 2.00000000e+00  7.54832 
  8000 0.039950 0.199874 7.87319378e+00 2.60210098e-08 1.15653506e-03 3.50000000e-01 2.00000000e+00  7.54872 
  9000 0.039949 0.199874 7.87330781e+00 7.02293497e-09 1.15653729e-03 3.50000000e-01 2.00000000e+00  7.54883 
 10000 0.039949 0.199874 7.87333872e+00 1.91736329e-09 1.15653784e-03 3.50000000e-01 2.00000000e+00  7.54886 
 11000 0.039949 0.199873 7.87334720e+00 5.29427897e-10 1.15653799e-03 3.50000000e-01 2.00000000e+00  7.54887 
 12000 0.039949 0.199873 7.87334955e+00 1.47805934e-10 1.15653802e-03 3.50000000e-01 2.00000000e+00  7.54887 
