merge,left,right,distance,height
97,79,81,1.1703464804722332,1.1703464804722332
98,753,756,1.1703646446131843,1.1703646446131843
99,1781,1784,1.1714031646489869,1.1714031646489869
100,1897,1900,1.172146992244818,1.172146992244818
101,1278,1297,1.172248551573713,1.172248551573713
102,1234,1237,1.172487906614164,1.172487906614164
103,1856,1864,1.1727634670554268,1.1727634670554268
104,1402,1411,1.1736332331637498,1.1736332331637498
105,861,863,1.173662214266644,1.173662214266644
106,1265,1271,1.1740859811600104,1.1740859811600104
107,1794,1795,1.1745095951569098,1.1745095951569098
108,964,965,1.16683915148669,1.1751461224880804
109,574,578,1.1752261325315378,1.1752261325315378
110,1117,1122,1.1753744518411218,1.1753744518411218
111,1517,1694,1.1761193828523915,1.1761193828523915
112,1131,1133,1.1770733624886232,1.1770733624886232
113,1054,1535,1.1774020172413853,1.1774020172413853
114,1089,1090,1.177799169788187,1.177799169788187
115,1086,1087,1.1781997971077587,1.1781997971077587
116,1747,1748,1.178322484530879,1.178322484530879
117,1123,1124,1.1786724343442478,1.1786724343442478
118,1257,1262,1.1791304590484397,1.1791304590484397
119,188,417,1.179602723392081,1.179602723392081
120,173,180,1.1797288688854042,1.1797288688854042
121,36,41,1.1797829271107638,1.1797829271107638
122,2097,2104,1.1798477937117704,1.1798477937117704
123,1988,1990,1.127512311952931,1.1799227006492845
124,1338,1506,1.1801648679935612,1.1801648679935612
125,1959,1961,1.1802008937718471,1.1802008937718471
126,1813,1816,1.1506911558078576,1.1803189426968297
127,549,551,1.1804638486456014,1.1804638486456014
128,1388,1406,1.1807699551880682,1.1807699551880682
129,1723,1730,1.1809535810285767,1.1809535810285767
130,1722,1728,1.1810363833411368,1.1810363833411368
131,2193,2194,1.1812991522365668,1.1812991522365668
132,1038,1039,1.1813243461828573,1.1813243461828573
133,1603,1609,1.1457700972037368,1.1816032429546042
134,275,276,1.182468305079256,1.182468305079256
135,949,957,1.182799055394524,1.182799055394524
136,2146,2147,1.183093776652444,1.183093776652444
137,760,786,1.183140494012199,1.183140494012199
138,283,293,1.1832339231981157,1.1832339231981157
139,1111,1114,1.1841821713596212,1.1841821713596212
140,1501,1503,1.1846990777247637,1.1846990777247637
141,954,967,1.1752225147535573,1.1847967622334226
142,1238,1239,1.179555865915781,1.1850880476485965
143,1725,1726,1.1851296608072768,1.1851296608072768
144,1656,1676,1.1851691230959982,1.1851691230959982
145,1380,1385,1.1854273892727871,1.1854273892727871
146,871,883,1.1856963567204457,1.1856963567204457
147,397,407,1.1861301622944946,1.1861301622944946
148,1588,1595,1.181281156231669,1.1863308825320726
149,2027,2029,1.1864527247333594,1.1864527247333594
150,1951,1955,1.1864778092474957,1.1864778092474957
151,1284,1287,1.1865028932313062,1.1865028932313062
152,1497,1498,1.1171932457275784,1.1868009935048387
153,2133,2162,1.1870402797927042,1.1870402797927042
154,289,331,1.1871835417932493,1.1871835417932493
155,1903,1907,1.187240841753068,1.187240841753068
156,1950,2026,1.1874521114583123,1.1874521114583123
157,248,252,1.187863800342138,1.187863800342138
158,1869,1870,1.1881250592688408,1.1881250592688408
159,1805,1806,1.188261034333066,1.188261034333066
160,2041,2063,1.1891123139712654,1.1891123139712654
161,1540,1543,1.1892124244541815,1.1892124244541815
162,1410,1413,1.1893482752028075,1.1893482752028075
163,1932,2035,1.1823496438330372,1.189402433708389
164,1045,1046,1.1896628173762602,1.1896628173762602
165,932,933,1.190080886749638,1.190080886749638
166,49,71,1.1913984522857355,1.1913984522857355
167,1144,1145,1.1647603473104104,1.1914579727138501
168,662,669,1.1924828326321728,1.1924828326321728
169,1502,1503,1.191708885603868,1.1927301662584182
170,1049,1062,1.193113744855564,1.193113744855564
171,1088,1095,1.193480732355325,1.193480732355325
172,408,415,1.145116813694919,1.1942640101219173
173,1055,1066,1.186001112754868,1.1943348154683853
174,1551,1581,1.1948265749545781,1.1948265749545781
175,895,898,1.1645705173135374,1.1953452463397032
176,2015,2017,1.1954100141963082,1.1954100141963082
177,628,679,1.1955024845127642,1.1955024845127642
178,1241,1244,1.195914957274979,1.195914957274979
179,855,894,1.1960358275069665,1.1960358275069665
180,1787,1793,1.1961531310518614,1.1961531310518614
181,773,775,1.196295301746017,1.196295301746017
182,295,300,1.182813433744993,1.1963818386413045
183,1495,1500,1.1964587771595723,1.1964587771595723
184,199,201,1.1375509258242196,1.1964906535393705
185,1619,1629,1.1965369531577832,1.1965369531577832
186,2123,2136,1.1965618262679265,1.1965618262679265
187,1071,1074,1.1967110540722754,1.1967110540722754
188,2009,2010,1.1967359235638837,1.1967359235638837
189,1532,1533,1.1969419651876245,1.1969419651876245
190,2190,2201,1.1969597257360065,1.1969597257360065
191,1324,1343,1.1971373167277186,1.1971373167277186
192,943,962,1.197396552275545,1.197396552275545
193,1405,1476,1.19746756591925,1.19746756591925
194,1792,1866,1.1974746670519987,1.1974746670519987
195,265,267,1.1978580657065483,1.1978580657065483
196,1082,1083,1.1981206939532063,1.1981206939532063
197,1026,1027,1.1584171408041433,1.1984644877387276
198,2074,2076,1.1984648627351935,1.1984648627351935
199,984,994,1.1985748339812008,1.1985748339812008
200,1877,1880,1.1985925703340001,1.1985925703340001
201,1883,1956,1.1986386836230312,1.1986386836230312
202,741,742,1.199181268318396,1.199181268318396
203,1334,1516,1.1995712102394651,1.1995712102394651
204,246,478,1.19992204962242,1.19992204962242
205,1985,1989,1.1389143296754756,1.1999642085312128
206,1574,1638,1.200258617256848,1.200258617256848
207,969,970,1.200393217887798,1.200393217887798
208,241,287,1.2005667595838596,1.2005667595838596
209,32,39,1.1890443770575794,1.2005803933400507
210,1371,1426,1.2006907025813551,1.2006907025813551
211,548,552,1.2007331943781825,1.2007331943781825
212,1196,1203,1.201218202521103,1.201218202521103
213,685,686,1.20122882094633,1.20122882094633
214,322,326,1.201235899844336,1.201235899844336
215,2113,2114,1.2013385391779816,1.2013385391779816
216,1687,1689,1.1581895618699438,1.201452194823398
217,1681,1684,1.188264612414107,1.201497461589538
218,539,542,1.2015862531710013,1.2015862531710013
219,1710,1749,1.2017666983565964,1.2017666983565964
220,842,880,1.202421027149232,1.202421027149232
221,986,989,1.1906737931241516,1.202451741854258
222,1076,1078,1.202474065230108,1.202474065230108
223,1910,1911,1.1369153577167679,1.2025882637062182
224,18,30,1.202781639978508,1.202781639978508
225,429,441,1.203053795710795,1.203053795710795
226,839,840,1.2033753549487212,1.2033753549487212
227,959,960,1.1399479341255059,1.203423799450509
228,1292,1293,1.2035096070034763,1.2035096070034763
229,286,327,1.2039687771393954,1.2039687771393954
230,248,251,1.1713886462418095,1.2040672530845562
231,1430,1432,1.2042265420699927,1.2042265420699927
232,1544,1548,1.2042441951832916,1.2042441951832916
233,129,141,1.2043783503884298,1.2043783503884298
234,328,334,1.2044207120855575,1.2044207120855575
235,1450,1451,1.2045936735544271,1.2045936735544271
236,1698,1712,1.2048019003336692,1.2048019003336692
237,1537,1541,1.2050841842611928,1.2050841842611928
238,83,86,1.2051018248111929,1.2051018248111929
239,369,370,1.1830003363982482,1.2052630963503685
240,2212,2214,1.2054228377159097,1.2054228377159097
241,1662,1691,1.2056450273495887,1.2056450273495887
242,1171,1173,1.2056802917798717,1.2056802917798717
243,274,276,1.1960500467312045,1.205761078117086
244,315,316,1.178235882970116,1.2059644173848012
245,234,236,1.2064699448768534,1.2064699448768534
246,1790,1818,1.2065016612103787,1.2065016612103787
247,2056,2057,1.2068399169044812,1.2068399169044812
248,497,498,1.2068469628899665,1.2068469628899665
249,1852,1860,1.2072203412720288,1.2072203412720288
250,1709,1735,1.207628811737604,1.207628811737604
251,1485,1499,1.207681621106815,1.207681621106815
252,1616,1629,1.2035908575512504,1.207734361173865
253,944,946,1.2081286479228834,1.2081286479228834
254,1928,1930,1.2086282773976336,1.2086282773976336
255,965,995,1.20510888095889,1.2086918890903708
256,439,440,1.2087513937831844,1.2087513937831844
257,227,229,1.2090116557227526,1.2090116557227526
258,1986,1992,1.2091101186044084,1.2091101186044084
259,1814,1817,1.2093175677181898,1.2093175677181898
260,903,906,1.2101751152307714,1.2101751152307714
261,492,493,1.2102629443876338,1.2102629443876338
262,1361,1362,1.210340228773611,1.210340228773611
263,1606,1610,1.1437645207434817,1.2105041339985334
264,1229,1493,1.1595543654915943,1.2105893811793076
265,1754,1755,1.1862627819143214,1.210713217863661
266,915,924,1.2111057802208505,1.2111057802208505
267,748,751,1.2111584379860316,1.2111584379860316
268,1836,1839,1.211165458848412,1.211165458848412
269,568,572,1.2114287118149072,1.2114287118149072
270,901,902,1.2114989029449168,1.2114989029449168
271,383,408,1.2090362721949226,1.2120699892041766
272,209,221,1.2120953634380542,1.2120953634380542
273,32,392,1.18342794486199,1.212254279977792
274,914,917,1.2124636189225992,1.2124636189225992
275,1194,1195,1.2125512823154736,1.2125512823154736
276,394,395,1.2127476253207383,1.2127476253207383
277,1091,1620,1.212754636983018,1.212754636983018
278,1034,1037,1.2129614627860537,1.2129614627860537
279,1596,1600,1.140902346068807,1.2130491741184866
280,176,178,1.2132839004656963,1.2132839004656963
281,2201,2204,1.2008925252256584,1.213389493884621
282,892,893,1.2134380795034898,1.2134380795034898
283,807,808,1.2134415833448586,1.2134415833448586
284,653,660,1.2135046507595133,1.2135046507595133
285,561,562,1.166478361868528,1.2140994617235616
286,1715,1716,1.2141106316354955,1.2141106316354955
287,291,371,1.2143522390740753,1.2143522390740753
288,747,749,1.2066637538958351,1.2144724271561687
289,1825,1890,1.2145307875939608,1.2145307875939608
290,1204,1205,1.2147163102081557,1.2147163102081557
291,1372,1376,1.214922802060274,1.214922802060274
292,681,711,1.1937977472019672,1.215223694800849
293,555,557,1.215374162034679,1.215374162034679
294,604,605,1.2154895992917407,1.2154895992917407
295,180,187,1.2089835219979577,1.2155609978657176
296,599,601,1.2161645129048047,1.2161645129048047
297,776,790,1.1731295722115611,1.216171954961751
298,1320,1326,1.21622394330654,1.21622394330654
299,2095,2096,1.2162903620838084,1.2162903620838084
300,1042,1053,1.2163427953987185,1.2163427953987185
301,1341,1342,1.176448304110682,1.2164471344797816
302,288,338,1.2166014333457973,1.2166014333457973
303,2187,2207,1.2166433694535865,1.2166433694535865
304,2186,2194,1.1941787660020042,1.216651055964571
305,398,414,1.2168320640535593,1.2168320640535593
306,1003,1004,1.2168530283140235,1.2168530283140235
307,1479,1513,1.1969348608944816,1.2172374002342408
308,640,641,1.2172722377020988,1.2172722377020988
309,764,765,1.2173316140244628,1.2173316140244628
310,2177,2210,1.2059658956606527,1.217427833077818
311,657,664,1.217617976795254,1.217617976795254
312,1943,2032,1.2178100116560862,1.2178100116560862
313,202,205,1.2182882214304596,1.2182882214304596
314,1055,1061,1.2059694212118155,1.2185387095432567
315,590,591,1.2185569138866488,1.2185569138866488
316,1793,1794,1.1874198863058338,1.2188237576185825
317,972,974,1.2191603835494034,1.2191603835494034
318,1658,1749,1.2190941211368707,1.2193015974421644
319,541,543,1.2195090737474579,1.2195090737474579
320,154,155,1.2195369646563679,1.2195369646563679
321,44,51,1.2197635546497128,1.2197635546497128
322,814,1253,1.2199413111789807,1.2199413111789807
323,712,713,1.2200388919863114,1.2200388919863114
324,550,553,1.2174224192689966,1.2202447036360247
325,682,701,1.2202653887772208,1.2202653887772208
326,1001,1002,1.22026887301487,1.22026887301487
327,352,353,1.2204674581186226,1.2204674581186226
328,1324,1333,1.198709623680716,1.2207098293811596
329,954,958,1.1359051950954795,1.2207334834764367
330,1267,1268,1.2208471186331369,1.2208471186331369
331,988,1236,1.2208958738131108,1.2208958738131108
332,1602,1604,1.2209063210983722,1.2209063210983722
333,40,47,1.2210177532458317,1.2210177532458317
334,1269,1270,1.2215121107605509,1.2215121107605509
335,502,506,1.2215643199418944,1.2215643199418944
336,2026,2035,1.1906130873669774,1.2217906430667147
337,124,222,1.2219888717664702,1.2219888717664702
338,1633,1634,1.2221210790968264,1.2221210790968264
339,1244,1256,1.1559775143165387,1.222618325745838
340,228,231,1.2230565591740954,1.2230565591740954
341,175,348,1.223167795432137,1.223167795432137
342,1569,1598,1.2231956029160664,1.2231956029160664
343,1081,1082,1.1507761356083626,1.2234007993083817
344,1814,1815,1.2196938391352525,1.2235959930252311
345,697,698,1.2238732149444669,1.2238732149444669
346,308,310,1.2239253234078105,1.2239253234078105
347,1155,1177,1.2240885822287777,1.2240885822287777
348,2200,2203,1.2148353097979887,1.2242400060870577
349,112,113,1.224276129317373,1.224276129317373
350,1704,1774,1.2243351659735406,1.2243351659735406
351,45,170,1.2244080896776324,1.2244080896776324
352,735,862,1.2245608681188098,1.2245608681188098
353,1680,1683,1.2138374522744877,1.224787911266243
354,2142,2143,1.2249184340469488,1.2249184340469488
355,871,873,1.1513375835490298,1.224924010692947
356,1699,1717,1.1732129267224145,1.225050309143816
357,1190,1191,1.2250989131244778,1.2250989131244778
358,474,482,1.2253487633472913,1.2253487633472913
359,1698,1713,1.2177576415154985,1.2253840165692569
360,990,991,1.220359459702081,1.22540775848017
361,2088,2089,1.2254632610085194,1.2254632610085194
362,339,340,1.2256228459620926,1.2256228459620926
363,1365,1368,1.2257060994287627,1.2257060994287627
364,918,920,1.2228131945818788,1.2259846700229509
365,637,638,1.2260043779260659,1.2260043779260659
366,845,857,1.2260113137718591,1.2260113137718591
367,1938,2106,1.2260563958131316,1.2260563958131316
368,2099,2101,1.2261500224487307,1.2261500224487307
369,1202,1398,1.2261534899646058,1.2261534899646058
370,34,35,1.2033965536372973,1.2262642535156425
371,779,780,1.2264031253427004,1.2264031253427004
372,556,589,1.226566054362458,1.226566054362458
373,1252,1258,1.2268467961503962,1.2268467961503962
374,1212,1219,1.226919570572197,1.226919570572197
375,781,782,1.227110149794179,1.227110149794179
376,1289,1291,1.2271586561431005,1.2271586561431005
377,402,403,1.2275050743206704,1.2275050743206704
378,777,802,1.2279344971339892,1.2279344971339892
379,232,233,1.228090298924687,1.228090298924687
380,2111,2112,1.228343002020302,1.228343002020302
381,1905,1906,1.2284779864797364,1.2284779864797364
382,656,705,1.2286371798573785,1.2286371798573785
383,1168,1169,1.2286614031283871,1.2286614031283871
384,1718,1722,1.2127090604535469,1.2287368033335446
385,344,346,1.2289416662509332,1.2289416662509332
386,1066,1068,1.1583327215776793,1.2289991403415832
387,1997,2002,1.2292841232938443,1.2292841232938443
388,1553,1554,1.21830567079161,1.2293640815014517
389,1492,1507,1.229522749068187,1.229522749068187
390,379,400,1.2295849916539652,1.2295849916539652
391,1921,1924,1.2296161117653457,1.2296161117653457
392,2034,2040,1.2297198397821116,1.2297198397821116
393,2068,2166,1.22989961428748,1.22989961428748
394,1488,1491,1.2122005907063589,1.2299836515800235
395,1478,1483,1.2302383486779398,1.2302383486779398
396,1859,2079,1.230373125198566,1.230373125198566
397,2115,2116,1.2303834920117251,1.2303834920117251
398,1222,1224,1.2305251630384286,1.2305251630384286
399,649,658,1.2249704980481928,1.230676048005753
400,1000,1025,1.2308706337413384,1.2308706337413384
401,128,143,1.2312850706355816,1.2312850706355816
402,179,197,1.2313126948021589,1.2313126948021589
403,80,81,1.219944796342216,1.2315514713530225
404,1240,1255,1.1990465316383745,1.231568590552317
405,503,504,1.2315923545926866,1.2315923545926866
406,622,633,1.2316924642663907,1.2316924642663907
407,223,224,1.2058142872093105,1.231789642390328
408,2174,2179,1.2318823050947052,1.2318823050947052
409,2156,2159,1.232189440113221,1.232189440113221
410,2145,2146,1.224675439442137,1.2322455469709872
411,1714,1716,1.2200179824703494,1.2323383192577317
412,951,956,1.2324378528852853,1.2324378528852853
413,1345,1346,1.2325620404967335,1.2325620404967335
414,1768,1850,1.2328586602650276,1.2328586602650276
415,1766,1769,1.2328828005937962,1.2328828005937962
416,57,68,1.2329414251387336,1.2329414251387336
417,1496,1497,1.1537722809074926,1.233050477261029
418,1770,1771,1.2330931463125545,1.2330931463125545
419,1833,1837,1.2331552086852184,1.2331552086852184
420,1256,1271,1.1694742699295324,1.2332475711830948
421,1152,1157,1.2332586390325027,1.2332586390325027
422,335,343,1.2338170130812387,1.2338170130812387
423,1856,1857,1.2191952570568565,1.233857394252635
424,1619,1625,1.2047277898426056,1.233896006411989
425,1952,1953,1.2218705688716918,1.234099254297177
426,1472,1473,1.2342029017633565,1.2342029017633565
427,647,752,1.234264908334341,1.234264908334341
428,1466,1467,1.2343820233589915,1.2343820233589915
429,435,437,1.180215303775251,1.2349821321069125
430,450,540,1.2349915309963284,1.2349915309963284
431,1090,1098,1.2130736247432061,1.2350473613714446
432,1884,1886,1.2350638255010251,1.2350638255010251
433,1305,1306,1.235122346524568,1.235122346524568
434,1706,1747,1.2330862503005517,1.2352083000546472
435,863,878,1.2285298996303333,1.2355121866313163
436,467,469,1.2146498053594976,1.235600333527401
437,723,725,1.2357246077190707,1.2357246077190707
438,1464,1465,1.2357590137790038,1.2357590137790038
439,446,451,1.2359172693180729,1.2359172693180729
440,1149,1150,1.235958550039186,1.235958550039186
441,639,665,1.2361511751768703,1.2361511751768703
442,248,250,1.1881393731663086,1.2361939973841922
443,1051,1052,1.2363162585505634,1.2363162585505634
444,1686,1693,1.2363540870525038,1.2363540870525038
445,421,424,1.2364194244661804,1.2364194244661804
446,385,386,1.2365363354319756,1.2365363354319756
447,46,51,1.2214007237148494,1.236757291306788
448,934,937,1.2368113764646502,1.2368113764646502
449,48,89,1.2368113764646504,1.2368113764646504
450,217,221,1.2290177760624756,1.237044847159836
451,720,721,1.237265060499154,1.237265060499154
452,998,999,1.2372719332202993,1.2372719332202993
453,957,961,1.169823232184173,1.2373547896737351
454,978,979,1.2374506105721732,1.2374506105721732
455,463,485,1.2375055830287038,1.2375055830287038
456,1074,1075,1.2341408920769947,1.2376466266306692
457,1446,1639,1.2226323780976809,1.2379416264319003
458,282,293,1.214940299756655,1.237954236327556
459,294,336,1.2382474723257426,1.2382474723257426
460,87,309,1.2382715075986426,1.2382715075986426
461,2127,2158,1.2384775050893122,1.2384775050893122
462,595,596,1.2388344862626897,1.2388344862626897
463,1719,1724,1.2389340107500473,1.2389340107500473
464,686,689,1.1255497522979427,1.2391767797942366
465,1872,1917,1.239349181852243,1.239349181852243
466,2014,2015,1.219923885213454,1.2397041558194362
467,1394,1418,1.2397367780749133,1.2397367780749133
468,648,654,1.2398053665550803,1.2398053665550803
469,203,206,1.2401413952739866,1.2401413952739866
470,1800,1808,1.2402305304690278,1.2402305304690278
471,2043,2083,1.2364847584273455,1.2402915356806075
472,717,730,1.2007898477682941,1.2403370582792423
473,914,916,1.2163497863365993,1.240351378687603
474,1298,1303,1.240566444024994,1.240566444024994
