# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.031311 0.176948 5.40598330e+00 4.86736016e-04 1.19811931e-03 3.50000000e-01 2.00000000e+00  3.05803 
  2000 0.029136 0.170693 6.83074734e+00 9.72137963e-05 1.23555413e-03 3.50000000e-01 2.00000000e+00  4.01179 
  3000 0.028691 0.169385 7.19604650e+00 2.41910929e-05 1.24114548e-03 3.50000000e-01 2.00000000e+00  4.23912 
  4000 0.028579 0.169054 7.29241638e+00 6.36211423e-06 1.24223121e-03 3.50000000e-01 2.00000000e+00  4.29851 
  5000 0.028549 0.168966 7.31824807e+00 1.71272535e-06 1.24246761e-03 3.50000000e-01 2.00000000e+00  4.31455 
  6000 0.028541 0.168941 7.32525725e+00 4.67254050e-07 1.24252104e-03 3.50000000e-01 2.00000000e+00  4.31895 
  7000 0.028539 0.168935 7.32717889e+00 1.28842637e-07 1.24253304e-03 3.50000000e-01 2.00000000e+00  4.32017 
  8000 0.028538 0.168933 7.32771103e+00 3.58964210e-08 1.24253563e-03 3.50000000e-01 2.00000000e+00  4.32052 
  9000 0.028538 0.168932 7.32785991e+00 1.01083718e-08 1.24253614e-03 3.50000000e-01 2.00000000e+00  4.32061 
 10000 0.028538 0.168932 7.32790203e+00 2.87860899e-09 1.24253622e-03 3.50000000e-01 2.00000000e+00  4.32064 
 11000 0.028538 0.168932 7.32791407e+00 8.29413350e-10 1.24253622e-03 3.50000000e-01 2.00000000e+00  4.32065 
 12000 0.028538 0.168932 7.32791756e+00 2.41876927e-10 1.24253622e-03 3.50000000e-01 2.00000000e+00  4.32065 
