# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.027229 0.165013 8.28901260e+00 8.94388809e-04 1.96004418e-04 3.50000000e-01 2.00000000e+00  5.18337 
  2000 0.024106 0.155262 1.48605852e+01 3.93107542e-04 2.03378746e-04 3.50000000e-01 2.00000000e+00  7.83179 
  3000 0.023427 0.153060 2.01548442e+01 2.44687551e-04 2.03987309e-04 3.50000000e-01 2.00000000e+00  8.78239 
  4000 0.023200 0.152317 2.46475428e+01 1.65454438e-04 2.03995544e-04 3.50000000e-01 2.00000000e+00  9.19432 
  5000 0.023094 0.151966 2.83363340e+01 1.17369756e-04 2.03980272e-04 3.50000000e-01 2.00000000e+00  9.42024 
  6000 0.023033 0.151768 3.13446857e+01 8.65321175e-05 2.03971895e-04 3.50000000e-01 2.00000000e+00  9.56407 
  7000 0.022996 0.151644 3.37981061e+01 6.54481293e-05 2.03965048e-04 3.50000000e-01 2.00000000e+00  9.66271 
  8000 0.022971 0.151561 3.57990222e+01 5.03947871e-05 2.03957748e-04 3.50000000e-01 2.00000000e+00  9.73327 
  9000 0.022953 0.151503 3.74309699e+01 3.93109563e-05 2.03950287e-04 3.50000000e-01 2.00000000e+00  9.78517 
 10000 0.022940 0.151461 3.87620451e+01 3.09629446e-05 2.03943366e-04 3.50000000e-01 2.00000000e+00  9.82411 
 11000 0.022931 0.151430 3.98477505e+01 2.45673785e-05 2.03937463e-04 3.50000000e-01 2.00000000e+00  9.85377 
 12000 0.022924 0.151407 4.07333296e+01 1.96032801e-05 2.03932758e-04 3.50000000e-01 2.00000000e+00  9.87663 
 13000 0.022919 0.151389 4.14556702e+01 1.57111104e-05 2.03929220e-04 3.50000000e-01 2.00000000e+00  9.89441 
 14000 0.022915 0.151376 4.20448533e+01 1.26351773e-05 2.03926707e-04 3.50000000e-01 2.00000000e+00  9.90835 
 15000 0.022911 0.151365 4.25254136e+01 1.01891168e-05 2.03925031e-04 3.50000000e-01 2.00000000e+00  9.91934 
 16000 0.022909 0.151357 4.29173645e+01 8.23432457e-06 2.03924006e-04 3.50000000e-01 2.00000000e+00  9.92804 
 17000 0.022907 0.151350 4.32370329e+01 6.66598850e-06 2.03923464e-04 3.50000000e-01 2.00000000e+00  9.93497 
 18000 0.022905 0.151345 4.34977388e+01 5.40375748e-06 2.03923268e-04 3.50000000e-01 2.00000000e+00  9.94050 
 19000 0.022904 0.151341 4.37103492e+01 4.38533503e-06 2.03923306e-04 3.50000000e-01 2.00000000e+00  9.94492 
 20000 0.022903 0.151338 4.38837298e+01 3.56197342e-06 2.03923495e-04 3.50000000e-01 2.00000000e+00  9.94848 
 21000 0.022902 0.151335 4.40251135e+01 2.89523621e-06 2.03923773e-04 3.50000000e-01 2.00000000e+00  9.95133 
 22000 0.022902 0.151333 4.41404009e+01 2.35462811e-06 2.03924095e-04 3.50000000e-01 2.00000000e+00  9.95363 
 23000 0.022901 0.151331 4.42344054e+01 1.91583095e-06 2.03924432e-04 3.50000000e-01 2.00000000e+00  9.95548 
 24000 0.022901 0.151330 4.43110533e+01 1.55937178e-06 2.03924763e-04 3.50000000e-01 2.00000000e+00  9.95698 
