# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.059797 0.244535 3.58021566e+00 4.27278620e-04 1.32175185e-03 3.50000000e-01 2.00000000e+00  3.51562 
  2000 0.056466 0.237626 4.32214608e+00 6.68490487e-05 1.38157111e-03 3.50000000e-01 2.00000000e+00  4.21159 
  3000 0.055962 0.236563 4.46548475e+00 1.31586359e-05 1.38869722e-03 3.50000000e-01 2.00000000e+00  4.33179 
  4000 0.055867 0.236363 4.49565310e+00 2.90896561e-06 1.38952554e-03 3.50000000e-01 2.00000000e+00  4.35499 
  5000 0.055848 0.236321 4.50258856e+00 7.02470117e-07 1.38958417e-03 3.50000000e-01 2.00000000e+00  4.35985 
  6000 0.055843 0.236312 4.50431713e+00 1.83186221e-07 1.38956920e-03 3.50000000e-01 2.00000000e+00  4.36093 
  7000 0.055842 0.236310 4.50478043e+00 5.10665419e-08 1.38955821e-03 3.50000000e-01 2.00000000e+00  4.36119 
  8000 0.055842 0.236309 4.50491258e+00 1.50376779e-08 1.38955342e-03 3.50000000e-01 2.00000000e+00  4.36125 
  9000 0.055842 0.236309 4.50495220e+00 4.61871558e-09 1.38955160e-03 3.50000000e-01 2.00000000e+00  4.36127 
 10000 0.055842 0.236309 4.50496453e+00 1.46262332e-09 1.38955095e-03 3.50000000e-01 2.00000000e+00  4.36127 
 11000 0.055842 0.236309 4.50496847e+00 4.73102537e-10 1.38955072e-03 3.50000000e-01 2.00000000e+00  4.36127 
 12000 0.055842 0.236309 4.50496976e+00 1.55232351e-10 1.38955064e-03 3.50000000e-01 2.00000000e+00  4.36128 
