# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.061770 0.248536 3.28897183e+00 3.42554377e-04 1.54256197e-03 3.50000000e-01 2.00000000e+00  3.15088 
  2000 0.059088 0.243080 3.81249943e+00 4.55926007e-05 1.59641730e-03 3.50000000e-01 2.00000000e+00  3.63859 
  3000 0.058756 0.242397 3.89145984e+00 7.13795275e-06 1.60149456e-03 3.50000000e-01 2.00000000e+00  3.70536 
  4000 0.058707 0.242295 3.90451686e+00 1.24935851e-06 1.60199436e-03 3.50000000e-01 2.00000000e+00  3.71550 
  5000 0.058699 0.242278 3.90688725e+00 2.39845147e-07 1.60202954e-03 3.50000000e-01 2.00000000e+00  3.71717 
  6000 0.058697 0.242275 3.90735705e+00 5.00071768e-08 1.60202643e-03 3.50000000e-01 2.00000000e+00  3.71746 
  7000 0.058697 0.242275 3.90745774e+00 1.11802362e-08 1.60202391e-03 3.50000000e-01 2.00000000e+00  3.71751 
  8000 0.058697 0.242275 3.90748075e+00 2.63984713e-09 1.60202300e-03 3.50000000e-01 2.00000000e+00  3.71752 
  9000 0.058697 0.242275 3.90748628e+00 6.48665742e-10 1.60202272e-03 3.50000000e-01 2.00000000e+00  3.71752 
 10000 0.058697 0.242275 3.90748765e+00 1.63865856e-10 1.60202264e-03 3.50000000e-01 2.00000000e+00  3.71752 
