# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.058340 0.241537 3.82205694e+00 4.82166082e-04 1.15622267e-03 3.50000000e-01 2.00000000e+00  3.81600 
  2000 0.054485 0.233420 4.78750426e+00 8.89526754e-05 1.21870221e-03 3.50000000e-01 2.00000000e+00  4.71509 
  3000 0.053811 0.231971 5.01488587e+00 2.09434198e-05 1.22734286e-03 3.50000000e-01 2.00000000e+00  4.89950 
  4000 0.053658 0.231643 5.07291733e+00 5.56406442e-06 1.22842391e-03 3.50000000e-01 2.00000000e+00  4.94265 
  5000 0.053620 0.231560 5.08899692e+00 1.60667319e-06 1.22847746e-03 3.50000000e-01 2.00000000e+00  4.95367 
  6000 0.053610 0.231537 5.09378510e+00 4.97393388e-07 1.22842910e-03 3.50000000e-01 2.00000000e+00  4.95665 
  7000 0.053607 0.231531 5.09530711e+00 1.63805318e-07 1.22839519e-03 3.50000000e-01 2.00000000e+00  4.95751 
  8000 0.053606 0.231529 5.09581997e+00 5.69004420e-08 1.22837831e-03 3.50000000e-01 2.00000000e+00  4.95776 
  9000 0.053605 0.231529 5.09600152e+00 2.06376501e-08 1.22837077e-03 3.50000000e-01 2.00000000e+00  4.95785 
 10000 0.053605 0.231528 5.09606833e+00 7.73474324e-09 1.22836755e-03 3.50000000e-01 2.00000000e+00  4.95787 
 11000 0.053605 0.231528 5.09609364e+00 2.96809517e-09 1.22836621e-03 3.50000000e-01 2.00000000e+00  4.95788 
 12000 0.053605 0.231528 5.09610342e+00 1.15769128e-09 1.22836566e-03 3.50000000e-01 2.00000000e+00  4.95789 
 13000 0.053605 0.231528 5.09610726e+00 4.56531353e-10 1.22836543e-03 3.50000000e-01 2.00000000e+00  4.95789 
 14000 0.053605 0.231528 5.09610878e+00 1.81340341e-10 1.22836534e-03 3.50000000e-01 2.00000000e+00  4.95789 
