bc,bh,legacy_combined_mse,fast_combined_mse,slow-N_combined_mse
0.07500000000000001,0.8,0.10589734830233132,0.10663571987400981,0.10547311867786249
0.07500000000000001,0.9,0.10258054956851398,0.10342866967324627,0.1020874547375134
0.07500000000000001,1.0,0.0992923059083615,0.10026629809909002,0.09872634134478102
0.07500000000000001,1.1,0.0960428226261971,0.097158211236614,0.09540478093607976
0.07500000000000001,1.2000000000000002,0.09284445045101708,0.09411463004597292,0.0921409827026046
0.07500000000000001,1.3,0.08971221510228419,0.09114654635812937,0.0889555019646895
0.07500000000000001,1.4000000000000001,0.08666361713999403,0.08826562687311412,0.08586938275937155
0.07500000000000001,1.5,0.08371752201079619,0.08548379849786712,0.08290197024926096
0.07500000000000001,1.6,0.08089243034088837,0.08281258530559912,0.0800692974816171
0.07500000000000001,1.7000000000000002,0.07820476096308793,0.08026237890970019,0.07738360833737726
0.07500000000000001,1.8,0.075667751569944,0.0778418460034663,0.07485393794589443
0.07500000000000001,1.9000000000000001,0.07329123222386832,0.07555760903363687,0.07248720541031606
0.07500000000000001,2.0,0.07108211896573219,0.0734142277809153,0.07028921682140724
0.07500000000000001,2.1,0.06904524903269654,0.07141441761464318,0.0682652168752127
0.07500000000000001,2.2,0.06718418529410854,0.06955939640690136,0.06641993337070784
0.07500000000000001,2.3000000000000003,0.06550176002661601,0.06784925639496162,0.06475728166894393
0.07500000000000001,2.4000000000000004,0.06400030010883292,0.066283289474391,0.0632799832769068
0.07500000000000001,2.5,0.06268160945397973,0.06486023243467956,0.06198930990121064
0.07500000000000001,2.6,0.06154684486451409,0.0635784292721754,0.06088504725305497
0.07500000000000001,2.7,0.06059640734132674,0.06243592662334833,0.05996566283461146
0.07500000000000001,2.8000000000000003,0.05982991389048331,0.061430526054178584,0.05922860228253102
0.07500000000000001,2.9000000000000004,0.05924625891877995,0.0605598159254741,0.05867061581448645
0.07500000000000001,3.0,0.058843742310760415,0.0598211993102512,0.05828802115771426
0.07500000000000001,3.1,0.05862022250418655,0.0592119265684384,0.05807685774659908
0.07500000000000001,3.2,0.05857323700269344,0.058729134339286594,0.058032960391410454
0.07500000000000001,3.3000000000000003,0.05870003871087623,0.05836988801610646,0.05815202126179131
