stage_grouped,ensemble,arm,family,strength_grouped,quantile_grouped,converged_grouped,objective_grouped,mse_grouped,objective_gap_grouped,steps_grouped,open_grouped,closed_grouped,intermediate_grouped,recovery_grouped,tv_grouped,ess_fraction_grouped,open_conditional_ess_grouped,closed_conditional_ess_grouped,intermediate_conditional_ess_grouped,initial_population_tv_grouped,stage_rate,strength_rate,quantile_rate,converged_rate,objective_rate,mse_rate,objective_gap_rate,steps_rate,open_rate,closed_rate,intermediate_rate,recovery_rate,tv_rate,ess_fraction_rate,open_conditional_ess_rate,closed_conditional_ess_rate,intermediate_conditional_ess_rate,initial_population_tv_rate,valid_pair,delta_recovery,delta_tv,delta_mse,delta_ess_fraction
uptake,ISO_TRI,4,maxent,0.01,,True,0.03559174726503864,0.0032818528906415827,8.426675052813334e-09,1000,0.300244743279087,0.37683893530699264,0.3229163214139203,56.97067712321776,0.32291632141392035,0.0035600281670000143,1.0566985406537737,21.067494069176956,3.0494094164226793,5.713559477760199e-07,rate,0.01,,True,0.06157680693588979,0.007127137131481704,1.3094207247113225e-13,1000,0.0744655607452628,0.30386636256068644,0.6216680766940508,34.04692320983068,0.6216680766940508,0.0039733372522259966,4.505624075925391,21.427592188961118,3.592618992299698,3.936595008302568e-10,True,-22.92375391338708,0.2987517552801304,0.0038452842408401217,0.00041330908522598225
uptake,ISO_TRI,5,maxent,0.1,,True,0.07535403386153548,0.00794363239542925,6.3113391385467414e-09,1000,0.19590543623656906,0.36056517786312986,0.443529385900301,48.11084304171253,0.44352938590030105,0.013214819591731262,1.138971789589697,799.3521395830999,1299.3614196962058,2.9178876544133647e-06,rate,0.1,,True,0.09910198149342751,0.013899654950224518,6.9879075974245494e-12,1000,0.02267776729747645,0.4156864519382605,0.5616357807642631,33.62808038950826,0.5616357807642631,0.8721044037201735,40.36901705152316,758.6015503662712,1147.7520411847115,1.2756781745532075e-08,True,-14.482762652204265,0.11810639486396207,0.005956022554795269,0.8588895841284423
uptake,ISO_TRI,6,maxent,1.0,,True,0.09034219449664974,0.013580663092194606,5.814201405134702e-07,1000,0.02207666554001566,0.38104248502704663,0.5968808494329376,31.826429245688004,0.5968808494329376,0.9981463141935402,43.970321546331355,829.326046680155,1348.9094294516806,5.6608529474498626e-06,rate,1.0,,True,0.10729271224517896,0.016121630383279528,1.7573106970785946e-07,1000,0.02009203588762439,0.37892072900655316,0.6009872351058225,31.406938784744508,0.6009872351058225,0.9977904946968437,43.96223936587889,829.2500869010045,1347.1784109157156,8.021184790051733e-06,True,-0.4194904609434964,0.004106385672884905,0.0025409672910849217,-0.0003558194966964967
uptake,ISO_TRI,7,scalar_logpf,0.1,0.02,True,0.01958384493142663,0.002945708273842589,0.003252218244623393,1000,0.31137686201944537,0.3749868621174046,0.3136362758631499,57.607758251139195,0.31363627586314996,0.0045146314304305045,19.204286280389894,70.41177308235277,1.0633681789598648,0.00360212431106563,rate,0.1,0.02,False,0.04233676183463427,0.006424759911079368,0.01258598282929985,3000,0.06329132847394509,0.2868276246187645,0.6498810469072904,31.87640889422988,0.6498810469072904,0.002668931240133468,12.806393322893692,54.23495355692953,2.535594547835864,0.007838161151248121,False,,,,
uptake,ISO_TRI,8,scalar_logpf,0.1,0.04,True,0.020574722855810405,0.0031069809552571994,3.653119062192062e-05,1000,0.2871986485153342,0.3946059824991423,0.3181953689855237,57.43064356346661,0.3181953689855236,0.003630987125572628,2.7716527979625774,90.24120784910654,1.0970255890852656,2.457840848502091e-05,rate,0.1,0.04,True,0.04416450323996842,0.006687459395343032,0.00025689276232324586,1000,0.05503924228082324,0.26342191921681024,0.6815388385023669,29.585097219502956,0.6815388385023666,0.002227635641833616,17.501109383571368,107.73831999942887,2.311628135236089,0.000562063145381108,True,-27.845546343963655,0.36334346951684304,0.003580478440085833,-0.0014033514837390117
uptake,ISO_TRI,9,scalar_logpf,0.1,0.08,False,0.03138614528812969,0.004637502006400797,0.015517231207307821,10000,0.12752083734008432,0.4408923105843268,0.4315868520755889,47.28362159839341,0.4315868520755889,0.005706263230400775,33.919640154055934,241.2401982332922,2.404159199376183,0.009305374873829889,rate,0.1,0.08,False,0.05035236530250098,0.007605288090712706,0.013916990637502366,3000,0.05029903986517567,0.23604538809124062,0.7136555720435839,27.379517926427276,0.7136555720435838,0.0038131328901376553,8.920393220794308,194.68666365931463,4.342040976990904,0.0030706677091579156,False,,,,
uptake,ISO_TRI,10,scalar_logpf,0.1,0.16,True,0.057018515735347476,0.008457210817851816,5.33109853821476e-08,1000,0.06675266557810212,0.45757351510131794,0.4756738193205801,41.692648482023706,0.47567381932058006,0.3951668967233201,37.42648791982766,452.93878981296825,406.9348220814288,6.551828285877859e-07,rate,0.1,0.16,True,0.06953158430887257,0.010388662978337196,8.579937123056659e-08,1000,0.03350912730680723,0.4327240245142736,0.5337668481789192,36.097018890263534,0.5337668481789192,0.39895230428568207,24.314532747432153,440.0750511249467,435.05911845179656,1.1644900571629313e-06,True,-5.595629591760172,0.05809302885833911,0.0019314521604853804,0.003785407562361953
uptake,ISO_TRI,11,scalar_logpf,0.1,0.32,True,0.06422383637027516,0.009583821591300602,1.4317906281234298e-07,1000,0.041130204754515266,0.46643976882051064,0.49243002642497397,38.82851398906711,0.492430026424974,0.5905177178877297,43.269678687764625,632.9107108727021,641.0928878703573,8.311748453147111e-06,rate,0.1,0.32,True,0.07579603902533902,0.011342904332476592,0.00034145788395568744,1000,0.027469178973581556,0.4407572449447199,0.5317735760816985,35.58791104252587,0.5317735760816986,0.57456919075584,35.47818406661398,580.749908235172,663.1267453757599,0.00022655297998457058,True,-3.2406029465412445,0.0393435496567246,0.0017590827411759907,-0.015948527131889656
uptake,ISO_TRI,12,scalar_logpf,0.1,0.64,True,0.07002322629656979,0.010472639470489053,0.0002597003209301682,1000,0.0331598595798789,0.45704150689481476,0.5097986335253064,37.228521261691974,0.5097986335253064,0.7215444737909958,43.93658237526471,731.6447877100208,832.0518162392276,0.00023978385511003175,rate,0.1,0.64,True,0.08118935270604712,0.012182214325736948,0.0007658038319822287,1000,0.023766500265344267,0.4467590975910861,0.5294744021435696,35.293199738009264,0.5294744021435696,0.6993512650856989,35.86206279990529,694.4438914537764,825.7907369132207,0.00095717935455014,True,-1.9353215236827097,0.019675768618263145,0.0017095748552478952,-0.022193208705296952
uptake,ISO_TRI,13,profile_logpf,0.1,0.02,True,0.04607398435649224,0.006835204270683877,5.6600300735926656e-08,1000,0.10674758957145064,0.4905341636197864,0.40271824680876295,47.98895414467152,0.40271824680876295,0.2491871597835753,43.72852045414803,284.18812419056474,232.91136012594168,1.018702806832028e-08,rate,0.1,0.02,True,0.059875217108817144,0.008993783884539877,0.0003049927510069271,1000,0.045247539828557906,0.48165486805966096,0.47309759211178115,40.141704224493694,0.47309759211178115,0.25715613640958146,23.559872285952093,277.8503947003492,271.01123969225506,0.0010902613636774514,True,-7.847249920177823,0.0703793453030182,0.0021585796138559998,0.007968976626006152
uptake,ISO_TRI,14,profile_logpf,0.1,0.04,True,0.05058983713923335,0.007512617861685604,4.3712033009352344e-08,1000,0.0826015997266326,0.49314757681782573,0.4242508234555417,45.423766822613366,0.42425082345554166,0.3278053729737166,43.78692477646942,372.04802439243866,320.5131907109695,1.0611365702795084e-08,rate,0.1,0.04,True,0.06395104052497237,0.009596669756715696,2.484289755407831e-12,1000,0.04041725975375022,0.4846616399200425,0.47492110032620727,39.61031410040358,0.47492110032620727,0.33830822474575983,27.50938013501096,367.36002569963625,358.1940119685018,8.258044087959548e-07,True,-5.813452722209789,0.05067027687066561,0.0020840518950300917,0.010502851772043242
