stage,ensemble,family,arm,start,open,closed,intermediate,recovery,tv,ess_fraction,open_conditional_ess,closed_conditional_ess,intermediate_conditional_ess
uptake,ISO_BI,profile_logpf,16,0,0.1421707935021047,0.8578292064978952,0.0,74.98108698237235,0.25782920649789526,0.510806160391428,43.91383449959698,413.4936898302338,
uptake,ISO_BI,profile_logpf,16,1,0.14216568244245625,0.8578343175575438,0.0,74.9804914476078,0.2578343175575438,0.5108128471198969,43.91383379251181,413.497742427416,
uptake,ISO_BI,profile_logpf,17,0,0.11262646153295594,0.8873735384670439,0.0,71.40581669985363,0.287373538467044,0.6392377286956225,43.9300856824464,524.5553843386825,
uptake,ISO_BI,profile_logpf,17,1,0.11255635550887028,0.8874436444911298,0.0,71.39698203840585,0.2874436444911298,0.6402588721972827,43.929900684683474,525.5122462480869,
uptake,ISO_BI,profile_logpf,18,0,0.09252234277417244,0.9074776572258276,0.0,68.79003109593884,0.30747765722582765,0.7582264954163958,43.943315348463194,626.630736507325,
uptake,ISO_BI,profile_logpf,18,1,0.09252107012984784,0.9074789298701523,0.0,68.78985982125515,0.30747892987015224,0.7582282243022638,43.94331515633979,626.6315798170739,
uptake,ISO_TRI,unregularised,0,0,0.32272791187840794,0.44900139962883034,0.2282706884927617,64.6464203424711,0.22827068849276172,0.004010438798951319,2.8047560519667556,8.215523853844859,1.0340150961814376
uptake,ISO_TRI,unregularised,0,1,0.32230855032889744,0.45014340210220216,0.22754804756890046,64.71074953616778,0.22754804756890043,0.004021522986749616,2.7862477855228778,8.332556736050801,1.0323345794002108
uptake,ISO_TRI,maxent,1,0,0.321028686490275,0.45107689248308114,0.22789442102664376,64.68582387551022,0.2278944210266438,0.003959296644804869,2.5820363423793,8.832541065105351,1.0271271739168768
uptake,ISO_TRI,maxent,1,1,0.32105206626065175,0.45098978051120003,0.22795815322814802,64.68022964056715,0.2279581532281481,0.003959761669216036,2.5880856190396986,8.810872687711322,1.0271648868616166
