multiplier,sigma,factor,coupling,cross_state_coupling_fraction
0.25,0.001020408163263653,213.54084474695694,0.02550292568016343,0.1474691831292231
0.5,0.002040816326527306,105.69050170008173,0.025502925680163463,0.16211820567843607
0.75,0.003061224489790959,71.45018409969583,0.025502925680163473,0.16666654158625763
1.0,0.004081632653054612,54.13237892198903,0.0255029256801634,0.16939475324389972
