multiplier,ensemble,stage,family,strength,converged,mse,objective,objective_gap,steps,initial_population_tv,open,closed,intermediate,recovery,tv,ess_fraction,open_conditional_ess,closed_conditional_ess,intermediate_conditional_ess,arm,quantile,sigma,factor,coupling,cross_state_coupling_fraction
0.75,ISO_TRI,uptake,hybrid_logpf,0.1,True,0.001973487886806029,0.012992657349016284,0.009356481165801477,3000,0.0010043455384640132,0.3595010083559984,0.36329644606557054,0.2772025455784311,59.92820072324652,0.27720254557843105,0.0035077335965802447,5.77395988353127,3.8703902183027195,1.0725524744980168,,,0.0030612244897909,71.45018409969583,0.0255029256801634,0.1666665415862576
