# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.054374 0.233183 8.50803320e+00 8.99295389e-04 1.45647109e-04 3.50000000e-01 2.00000000e+00 10.01655 
  2000 0.052187 0.228445 1.56245355e+01 4.28440643e-04 1.47049281e-04 3.50000000e-01 2.00000000e+00 11.57840 
  3000 0.052014 0.228065 2.19379131e+01 2.68251563e-04 1.46814960e-04 3.50000000e-01 2.00000000e+00 11.84620 
  4000 0.051978 0.227987 2.74095229e+01 1.85245767e-04 1.46888684e-04 3.50000000e-01 2.00000000e+00 11.92936 
  5000 0.051965 0.227959 3.21283193e+01 1.36285708e-04 1.46942323e-04 3.50000000e-01 2.00000000e+00 11.96396 
  6000 0.051959 0.227946 3.61985989e+01 1.04352503e-04 1.47032845e-04 3.50000000e-01 2.00000000e+00 11.98138 
  7000 0.051956 0.227939 3.97101283e+01 8.20676491e-05 1.47109049e-04 3.50000000e-01 2.00000000e+00 11.99152 
  8000 0.051954 0.227934 4.27396442e+01 6.57834355e-05 1.47165732e-04 3.50000000e-01 2.00000000e+00 11.99803 
  9000 0.051953 0.227932 4.53538995e+01 5.35518850e-05 1.47206748e-04 3.50000000e-01 2.00000000e+00 12.00249 
 10000 0.051952 0.227930 4.76115005e+01 4.40017072e-05 1.47236496e-04 3.50000000e-01 2.00000000e+00 12.00567 
 11000 0.051951 0.227928 4.95588693e+01 3.64644980e-05 1.47258327e-04 3.50000000e-01 2.00000000e+00 12.00801 
 12000 0.051951 0.227927 5.12387046e+01 3.04242846e-05 1.47274566e-04 3.50000000e-01 2.00000000e+00 12.00976 
 13000 0.051950 0.227926 5.26878134e+01 2.55240821e-05 1.47286798e-04 3.50000000e-01 2.00000000e+00 12.01109 
 14000 0.051950 0.227926 5.39379269e+01 2.15090472e-05 1.47296110e-04 3.50000000e-01 2.00000000e+00 12.01212 
 15000 0.051950 0.227925 5.50164029e+01 1.81924129e-05 1.47303263e-04 3.50000000e-01 2.00000000e+00 12.01293 
 16000 0.051950 0.227925 5.59468312e+01 1.54342261e-05 1.47308799e-04 3.50000000e-01 2.00000000e+00 12.01356 
 17000 0.051950 0.227925 5.67495540e+01 1.31276051e-05 1.47313111e-04 3.50000000e-01 2.00000000e+00 12.01406 
