value,term,type,level
-2.5045483345859016e-10,ensemble[C(ensemble)[AF2_MSAss]],ensemble,C(ensemble
-8.172601194563452e-11,ensemble[C(ensemble)[AF2_filtered]],ensemble,C(ensemble
6.4415541698882e-11,ensemble[C(ensemble)[ISO_BI]],ensemble,C(ensemble
1.9446929771630512e-10,ensemble[C(ensemble)[ISO_TRI]],ensemble,C(ensemble
