l2_weight,x_regularisation,maxent_regularisation,mse,trial_index
97.73574219489636,2.0563601337349002,29.439915730875526,0.11272924634833566,0
0.0777538539708562,162.51847288451168,2.202641362329239,0.08404982674040246,1
0.8390094192569736,11.721398166664319,3.3987886650810504,0.09422269895107346,2
9.061006292681995,925.952863346271,0.254435499585955,0.08676352555903286,3
1.5386621476843783,24.208610913065186,0.7011956521137241,0.09088190732958223,4
0.16341846465664092,274.0550524249695,52.47386887109415,0.11472722063168936,5
0.01,1000.0,1.1452074718248897,0.09637877293533939,6
1.1350564494060074,448.085234325635,1.3478300876084752,0.09300109451257399,7
0.10302880289688035,1.0,1.6064917363602351,0.0838875059600307,8
3.2748095805224127,1.0,0.1,0.09486640758707614,9
0.07351163054447102,1.0,2.8744208463967422,0.08040318846646051,10
0.031661593216731496,1.0,3.882724011719527,0.09184820032440497,11
0.11316992156924782,1.0,3.8789704799227858,0.08088749181287602,12
0.08733156327640182,1.0,3.341814806516518,0.08115777944497096,13
0.0495386973885531,1.0,1.9112063608224468,0.09148464219625638,14
