value,term,type,level
-10.460703586815953,loss_metric[C(loss)[mcMSE]:C(metric)[work_magnitude]],other,loss_metric[C(loss)[mcMSE]:C(metric)[work_magnitude]]
-0.27127721748419314,loss_metric[C(loss)[MSE]:C(metric)[work_opt]],other,loss_metric[C(loss)[MSE]:C(metric)[work_opt]]
6.61994523548556,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_opt]],other,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_opt]]
-6.348668018001619,loss_metric[C(loss)[mcMSE]:C(metric)[work_opt]],other,loss_metric[C(loss)[mcMSE]:C(metric)[work_opt]]
-0.2700964979165899,loss_metric[C(loss)[MSE]:C(metric)[work_scale]],other,loss_metric[C(loss)[MSE]:C(metric)[work_scale]]
-0.9210539644813454,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_scale]],other,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_scale]]
1.1911504623977451,loss_metric[C(loss)[mcMSE]:C(metric)[work_scale]],other,loss_metric[C(loss)[mcMSE]:C(metric)[work_scale]]
-7.846722627444421,loss_metric[C(loss)[MSE]:C(metric)[work_shape]],other,loss_metric[C(loss)[MSE]:C(metric)[work_shape]]
4.137662019365308,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_shape]],other,loss_metric[C(loss)[Sigma_MSE]:C(metric)[work_shape]]
3.7090606080788775,loss_metric[C(loss)[mcMSE]:C(metric)[work_shape]],other,loss_metric[C(loss)[mcMSE]:C(metric)[work_shape]]
-1.2402531253590254e-06,split[C(split)[sequence_cluster]],split,C(split
1.2402531253588899e-06,split[C(split)[spatial]],split,C(split
-6.783585133601073e-08,split_metric[C(split)[sequence_cluster]:C(metric)[cluster_0]],other,split_metric[C(split)[sequence_cluster]:C(metric)[cluster_0]]
6.78358513360097e-08,split_metric[C(split)[spatial]:C(metric)[cluster_0]],other,split_metric[C(split)[spatial]:C(metric)[cluster_0]]
8.805583497653994e-09,split_metric[C(split)[sequence_cluster]:C(metric)[cluster_1]],other,split_metric[C(split)[sequence_cluster]:C(metric)[cluster_1]]
-8.805583497654853e-09,split_metric[C(split)[spatial]:C(metric)[cluster_1]],other,split_metric[C(split)[spatial]:C(metric)[cluster_1]]
1.624954899509536e-08,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_test]],other,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_test]]
-1.6249548995096104e-08,split_metric[C(split)[spatial]:C(metric)[d_mse_test]],other,split_metric[C(split)[spatial]:C(metric)[d_mse_test]]
3.131232266327066e-08,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_train]],other,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_train]]
-3.131232266327136e-08,split_metric[C(split)[spatial]:C(metric)[d_mse_train]],other,split_metric[C(split)[spatial]:C(metric)[d_mse_train]]
2.6645725294681208e-08,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_val]],other,split_metric[C(split)[sequence_cluster]:C(metric)[d_mse_val]]
-2.6645725294682217e-08,split_metric[C(split)[spatial]:C(metric)[d_mse_val]],other,split_metric[C(split)[spatial]:C(metric)[d_mse_val]]
-6.667152291430527e-08,split_metric[C(split)[sequence_cluster]:C(metric)[kl_divergence]],other,split_metric[C(split)[sequence_cluster]:C(metric)[kl_divergence]]
6.66715229143044e-08,split_metric[C(split)[spatial]:C(metric)[kl_divergence]],other,split_metric[C(split)[spatial]:C(metric)[kl_divergence]]
1.6249548995095363e-08,split_metric[C(split)[sequence_cluster]:C(metric)[test_mse]],other,split_metric[C(split)[sequence_cluster]:C(metric)[test_mse]]
-1.6249548995096095e-08,split_metric[C(split)[spatial]:C(metric)[test_mse]],other,split_metric[C(split)[spatial]:C(metric)[test_mse]]
3.131232266327059e-08,split_metric[C(split)[sequence_cluster]:C(metric)[train_mse]],other,split_metric[C(split)[sequence_cluster]:C(metric)[train_mse]]
-3.131232266327144e-08,split_metric[C(split)[spatial]:C(metric)[train_mse]],other,split_metric[C(split)[spatial]:C(metric)[train_mse]]
1.8815041792067625e-09,split_metric[C(split)[sequence_cluster]:C(metric)[val_loss]],other,split_metric[C(split)[sequence_cluster]:C(metric)[val_loss]]
-1.8815041792075227e-09,split_metric[C(split)[spatial]:C(metric)[val_loss]],other,split_metric[C(split)[spatial]:C(metric)[val_loss]]
2.6645725294681238e-08,split_metric[C(split)[sequence_cluster]:C(metric)[val_mse]],other,split_metric[C(split)[sequence_cluster]:C(metric)[val_mse]]
-2.664572529468219e-08,split_metric[C(split)[spatial]:C(metric)[val_mse]],other,split_metric[C(split)[spatial]:C(metric)[val_mse]]
-3.243485183513593e-08,split_metric[C(split)[sequence_cluster]:C(metric)[work_density]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_density]]
3.2434851835134954e-08,split_metric[C(split)[spatial]:C(metric)[work_density]],other,split_metric[C(split)[spatial]:C(metric)[work_density]]
-1.9629560116818658e-08,split_metric[C(split)[sequence_cluster]:C(metric)[work_fitting]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_fitting]]
1.9629560116817708e-08,split_metric[C(split)[spatial]:C(metric)[work_fitting]],other,split_metric[C(split)[spatial]:C(metric)[work_fitting]]
-2.874226741201315e-08,split_metric[C(split)[sequence_cluster]:C(metric)[work_magnitude]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_magnitude]]
2.8742267412012138e-08,split_metric[C(split)[spatial]:C(metric)[work_magnitude]],other,split_metric[C(split)[spatial]:C(metric)[work_magnitude]]
-3.100516484290234e-08,split_metric[C(split)[sequence_cluster]:C(metric)[work_opt]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_opt]]
3.1005164842901344e-08,split_metric[C(split)[spatial]:C(metric)[work_opt]],other,split_metric[C(split)[spatial]:C(metric)[work_opt]]
5.1957785702937054e-09,split_metric[C(split)[sequence_cluster]:C(metric)[work_scale]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_scale]]
-5.1957785702944706e-09,split_metric[C(split)[spatial]:C(metric)[work_scale]],other,split_metric[C(split)[spatial]:C(metric)[work_scale]]
-4.826430288929789e-08,split_metric[C(split)[sequence_cluster]:C(metric)[work_shape]],other,split_metric[C(split)[sequence_cluster]:C(metric)[work_shape]]
4.8264302889296965e-08,split_metric[C(split)[spatial]:C(metric)[work_shape]],other,split_metric[C(split)[spatial]:C(metric)[work_shape]]
