index,Primary_cluster,Secondary_cluster,n_Ca,n_CDZ_ligands,n_Ca_final,n_CDZ_ligands_final,dir_prefix
219,0,2,0,1,0,1,liganded_ions/cluster_0_2_ca0_cdz1/complex_rank5_plddt0.6070580_ca0_cdz1_minimised
220,0,2,0,2,0,2,liganded_ions/cluster_0_2_ca0_cdz2/complex_rank1_plddt0.5653367_ca0_cdz2_minimised
221,0,2,0,2,0,2,liganded_ions/cluster_0_2_ca0_cdz2/complex_rank2_plddt0.5650358_ca0_cdz2_minimised
222,0,2,0,2,0,2,liganded_ions/cluster_0_2_ca0_cdz2/complex_rank3_plddt0.5644215_ca0_cdz2_minimised
223,0,2,0,2,0,2,liganded_ions/cluster_0_2_ca0_cdz2/complex_rank4_plddt0.5640475_ca0_cdz2_minimised
224,0,2,0,2,0,2,liganded_ions/cluster_0_2_ca0_cdz2/complex_rank5_plddt0.5591033_ca0_cdz2_minimised
225,0,2,1,0,1,0,liganded_ions/cluster_0_2_ca1_cdz0/complex_rank1_plddt0.7878319_ca1_cdz0_minimised
226,0,2,1,0,1,0,liganded_ions/cluster_0_2_ca1_cdz0/complex_rank2_plddt0.7863066_ca1_cdz0_minimised
227,0,2,1,0,1,0,liganded_ions/cluster_0_2_ca1_cdz0/complex_rank3_plddt0.7768003_ca1_cdz0_minimised
228,0,2,1,0,1,0,liganded_ions/cluster_0_2_ca1_cdz0/complex_rank4_plddt0.7765907_ca1_cdz0_minimised
229,0,2,1,0,1,0,liganded_ions/cluster_0_2_ca1_cdz0/complex_rank5_plddt0.7742509_ca1_cdz0_minimised
230,0,2,1,1,1,1,liganded_ions/cluster_0_2_ca1_cdz1/complex_rank1_plddt0.6107336_ca1_cdz1_minimised
231,0,2,1,1,1,1,liganded_ions/cluster_0_2_ca1_cdz1/complex_rank2_plddt0.6098002_ca1_cdz1_minimised
232,0,2,1,1,1,1,liganded_ions/cluster_0_2_ca1_cdz1/complex_rank3_plddt0.6087532_ca1_cdz1_minimised
233,0,2,1,1,1,1,liganded_ions/cluster_0_2_ca1_cdz1/complex_rank4_plddt0.6051044_ca1_cdz1_minimised
234,0,2,1,1,1,1,liganded_ions/cluster_0_2_ca1_cdz1/complex_rank5_plddt0.6023507_ca1_cdz1_minimised
235,0,2,1,2,1,2,liganded_ions/cluster_0_2_ca1_cdz2/complex_rank1_plddt0.5543709_ca1_cdz2_minimised
236,0,2,1,2,1,2,liganded_ions/cluster_0_2_ca1_cdz2/complex_rank2_plddt0.5530806_ca1_cdz2_minimised
237,0,2,1,2,1,2,liganded_ions/cluster_0_2_ca1_cdz2/complex_rank3_plddt0.5528080_ca1_cdz2_minimised
238,0,2,1,2,1,2,liganded_ions/cluster_0_2_ca1_cdz2/complex_rank4_plddt0.5513279_ca1_cdz2_minimised
239,0,2,1,2,1,2,liganded_ions/cluster_0_2_ca1_cdz2/complex_rank5_plddt0.5474143_ca1_cdz2_minimised
240,0,2,2,0,2,0,liganded_ions/cluster_0_2_ca2_cdz0/complex_rank1_plddt0.5034954_ca2_cdz0_minimised
241,0,2,2,0,2,0,liganded_ions/cluster_0_2_ca2_cdz0/complex_rank2_plddt0.4982128_ca2_cdz0_minimised
242,0,2,2,0,2,0,liganded_ions/cluster_0_2_ca2_cdz0/complex_rank3_plddt0.4824011_ca2_cdz0_minimised
243,0,2,2,0,2,0,liganded_ions/cluster_0_2_ca2_cdz0/complex_rank4_plddt0.4821385_ca2_cdz0_minimised
244,0,2,2,0,2,0,liganded_ions/cluster_0_2_ca2_cdz0/complex_rank5_plddt0.4562741_ca1_cdz0_minimised
245,0,2,2,1,2,1,liganded_ions/cluster_0_2_ca2_cdz1/complex_rank1_plddt0.6054918_ca1_cdz1_minimised
246,0,2,2,1,2,1,liganded_ions/cluster_0_2_ca2_cdz1/complex_rank2_plddt0.6025326_ca2_cdz1_minimised
247,0,2,2,1,2,1,liganded_ions/cluster_0_2_ca2_cdz1/complex_rank3_plddt0.5997650_ca2_cdz1_minimised
248,0,2,2,1,2,1,liganded_ions/cluster_0_2_ca2_cdz1/complex_rank4_plddt0.5987008_ca2_cdz1_minimised
249,0,2,2,1,2,1,liganded_ions/cluster_0_2_ca2_cdz1/complex_rank5_plddt0.5972200_ca2_cdz1_minimised
250,0,2,2,2,2,2,liganded_ions/cluster_0_2_ca2_cdz2/complex_rank1_plddt0.5676715_ca2_cdz2_minimised
251,0,2,2,2,2,2,liganded_ions/cluster_0_2_ca2_cdz2/complex_rank2_plddt0.5633892_ca2_cdz2_minimised
252,0,2,2,2,2,2,liganded_ions/cluster_0_2_ca2_cdz2/complex_rank3_plddt0.5618714_ca2_cdz2_minimised
253,0,2,2,2,2,2,liganded_ions/cluster_0_2_ca2_cdz2/complex_rank4_plddt0.5616527_ca2_cdz2_minimised
254,0,2,2,2,2,2,liganded_ions/cluster_0_2_ca2_cdz2/complex_rank5_plddt0.5587581_ca2_cdz2_minimised
255,0,2,3,0,3,0,liganded_ions/cluster_0_2_ca3_cdz0/complex_rank1_plddt0.4933749_ca3_cdz0_minimised
256,0,2,3,0,3,0,liganded_ions/cluster_0_2_ca3_cdz0/complex_rank2_plddt0.4932278_ca3_cdz0_minimised
257,0,2,3,0,3,0,liganded_ions/cluster_0_2_ca3_cdz0/complex_rank3_plddt0.4772842_ca3_cdz0_minimised
258,0,2,3,0,3,0,liganded_ions/cluster_0_2_ca3_cdz0/complex_rank4_plddt0.4771297_ca3_cdz0_minimised
259,0,2,3,0,3,0,liganded_ions/cluster_0_2_ca3_cdz0/complex_rank5_plddt0.4717011_ca3_cdz0_minimised
260,0,2,3,1,3,1,liganded_ions/cluster_0_2_ca3_cdz1/complex_rank1_plddt0.6050232_ca3_cdz1_minimised
261,0,2,3,1,3,1,liganded_ions/cluster_0_2_ca3_cdz1/complex_rank2_plddt0.6025787_ca3_cdz1_minimised
262,0,2,3,1,3,1,liganded_ions/cluster_0_2_ca3_cdz1/complex_rank3_plddt0.6019629_ca3_cdz1_minimised
263,0,2,3,1,3,1,liganded_ions/cluster_0_2_ca3_cdz1/complex_rank4_plddt0.6010547_ca3_cdz1_minimised
264,0,2,3,1,3,1,liganded_ions/cluster_0_2_ca3_cdz1/complex_rank5_plddt0.6002551_ca3_cdz1_minimised
265,0,2,3,2,3,2,liganded_ions/cluster_0_2_ca3_cdz2/complex_rank1_plddt0.5504163_ca3_cdz2_minimised
266,0,2,3,2,3,2,liganded_ions/cluster_0_2_ca3_cdz2/complex_rank2_plddt0.5467631_ca3_cdz2_minimised
267,0,2,3,2,3,2,liganded_ions/cluster_0_2_ca3_cdz2/complex_rank3_plddt0.5467618_ca3_cdz2_minimised
268,0,2,3,2,3,2,liganded_ions/cluster_0_2_ca3_cdz2/complex_rank4_plddt0.5428988_ca3_cdz2_minimised
269,0,2,3,2,3,2,liganded_ions/cluster_0_2_ca3_cdz2/complex_rank5_plddt0.5420917_ca2_cdz2_minimised
270,0,2,4,0,4,0,liganded_ions/cluster_0_2_ca4_cdz0/complex_rank1_plddt0.4650830_ca4_cdz0_minimised
271,0,2,4,0,4,0,liganded_ions/cluster_0_2_ca4_cdz0/complex_rank2_plddt0.4632170_ca4_cdz0_minimised
272,0,2,4,0,4,0,liganded_ions/cluster_0_2_ca4_cdz0/complex_rank3_plddt0.4595039_ca3_cdz0_minimised
273,0,2,4,0,4,0,liganded_ions/cluster_0_2_ca4_cdz0/complex_rank4_plddt0.4524778_ca4_cdz0_minimised
274,0,2,4,0,4,0,liganded_ions/cluster_0_2_ca4_cdz0/complex_rank5_plddt0.4395691_ca4_cdz0_minimised
275,0,2,4,1,4,1,liganded_ions/cluster_0_2_ca4_cdz1/complex_rank1_plddt0.5950562_ca3_cdz1_minimised
276,0,2,4,1,4,1,liganded_ions/cluster_0_2_ca4_cdz1/complex_rank2_plddt0.5925648_ca3_cdz1_minimised
277,0,2,4,1,4,1,liganded_ions/cluster_0_2_ca4_cdz1/complex_rank3_plddt0.5897173_ca4_cdz1_minimised
278,0,2,4,1,4,1,liganded_ions/cluster_0_2_ca4_cdz1/complex_rank4_plddt0.5888616_ca2_cdz1_minimised
279,0,2,4,1,4,1,liganded_ions/cluster_0_2_ca4_cdz1/complex_rank5_plddt0.5882761_ca3_cdz1_minimised
280,0,2,4,2,4,2,liganded_ions/cluster_0_2_ca4_cdz2/complex_rank1_plddt0.5517238_ca4_cdz2_minimised
281,0,2,4,2,4,2,liganded_ions/cluster_0_2_ca4_cdz2/complex_rank2_plddt0.5476099_ca4_cdz2_minimised
282,0,2,4,2,4,2,liganded_ions/cluster_0_2_ca4_cdz2/complex_rank3_plddt0.5469530_ca3_cdz2_minimised
283,0,2,4,2,4,2,liganded_ions/cluster_0_2_ca4_cdz2/complex_rank4_plddt0.5450115_ca3_cdz2_minimised
284,0,2,4,2,4,2,liganded_ions/cluster_0_2_ca4_cdz2/complex_rank5_plddt0.5436016_ca3_cdz2_minimised
285,0,3,0,1,0,1,liganded_ions/cluster_0_3_ca0_cdz1/complex_rank1_plddt0.6280736_ca0_cdz1_minimised
286,0,3,0,1,0,1,liganded_ions/cluster_0_3_ca0_cdz1/complex_rank2_plddt0.6262076_ca0_cdz1_minimised
287,0,3,0,1,0,1,liganded_ions/cluster_0_3_ca0_cdz1/complex_rank3_plddt0.6233804_ca0_cdz1_minimised
288,0,3,0,1,0,1,liganded_ions/cluster_0_3_ca0_cdz1/complex_rank4_plddt0.6222130_ca0_cdz1_minimised
289,0,3,0,1,0,1,liganded_ions/cluster_0_3_ca0_cdz1/complex_rank5_plddt0.6200425_ca0_cdz1_minimised
290,0,3,0,2,0,2,liganded_ions/cluster_0_3_ca0_cdz2/complex_rank1_plddt0.5678973_ca0_cdz2_minimised
291,0,3,0,2,0,2,liganded_ions/cluster_0_3_ca0_cdz2/complex_rank2_plddt0.5651075_ca0_cdz2_minimised
292,0,3,0,2,0,2,liganded_ions/cluster_0_3_ca0_cdz2/complex_rank3_plddt0.5650560_ca0_cdz2_minimised
293,0,3,0,2,0,2,liganded_ions/cluster_0_3_ca0_cdz2/complex_rank4_plddt0.5637445_ca0_cdz2_minimised
294,0,3,0,2,0,2,liganded_ions/cluster_0_3_ca0_cdz2/complex_rank5_plddt0.5602930_ca0_cdz2_minimised
295,0,3,1,0,1,0,liganded_ions/cluster_0_3_ca1_cdz0/complex_rank1_plddt0.7915933_ca1_cdz0_minimised
296,0,3,1,0,1,0,liganded_ions/cluster_0_3_ca1_cdz0/complex_rank2_plddt0.7838871_ca1_cdz0_minimised
297,0,3,1,0,1,0,liganded_ions/cluster_0_3_ca1_cdz0/complex_rank3_plddt0.7814647_ca1_cdz0_minimised
298,0,3,1,0,1,0,liganded_ions/cluster_0_3_ca1_cdz0/complex_rank4_plddt0.7789420_ca1_cdz0_minimised
299,0,3,1,0,1,0,liganded_ions/cluster_0_3_ca1_cdz0/complex_rank5_plddt0.7784578_ca1_cdz0_minimised
300,0,3,1,1,1,1,liganded_ions/cluster_0_3_ca1_cdz1/complex_rank1_plddt0.6150374_ca1_cdz1_minimised
301,0,3,1,1,1,1,liganded_ions/cluster_0_3_ca1_cdz1/complex_rank2_plddt0.6146793_ca1_cdz1_minimised
302,0,3,1,1,1,1,liganded_ions/cluster_0_3_ca1_cdz1/complex_rank3_plddt0.6123115_ca1_cdz1_minimised
303,0,3,1,1,1,1,liganded_ions/cluster_0_3_ca1_cdz1/complex_rank4_plddt0.6110384_ca1_cdz1_minimised
304,0,3,1,1,1,1,liganded_ions/cluster_0_3_ca1_cdz1/complex_rank5_plddt0.6104607_ca1_cdz1_minimised
305,0,3,1,2,1,2,liganded_ions/cluster_0_3_ca1_cdz2/complex_rank1_plddt0.5627221_ca1_cdz2_minimised
306,0,3,1,2,1,2,liganded_ions/cluster_0_3_ca1_cdz2/complex_rank2_plddt0.5608004_ca1_cdz2_minimised
307,0,3,1,2,1,2,liganded_ions/cluster_0_3_ca1_cdz2/complex_rank3_plddt0.5574985_ca1_cdz2_minimised
308,0,3,1,2,1,2,liganded_ions/cluster_0_3_ca1_cdz2/complex_rank4_plddt0.5570921_ca1_cdz2_minimised
309,0,3,1,2,1,2,liganded_ions/cluster_0_3_ca1_cdz2/complex_rank5_plddt0.5542042_ca1_cdz2_minimised
310,0,3,2,0,2,0,liganded_ions/cluster_0_3_ca2_cdz0/complex_rank1_plddt0.5256543_ca2_cdz0_minimised
311,0,3,2,0,2,0,liganded_ions/cluster_0_3_ca2_cdz0/complex_rank2_plddt0.5070010_ca2_cdz0_minimised
312,0,3,2,0,2,0,liganded_ions/cluster_0_3_ca2_cdz0/complex_rank3_plddt0.5053596_ca2_cdz0_minimised
313,0,3,2,0,2,0,liganded_ions/cluster_0_3_ca2_cdz0/complex_rank4_plddt0.5042641_ca2_cdz0_minimised
314,0,3,2,0,2,0,liganded_ions/cluster_0_3_ca2_cdz0/complex_rank5_plddt0.4542395_ca2_cdz0_minimised
315,0,3,2,1,2,1,liganded_ions/cluster_0_3_ca2_cdz1/complex_rank1_plddt0.5933896_ca2_cdz1_minimised
316,0,3,2,1,2,1,liganded_ions/cluster_0_3_ca2_cdz1/complex_rank2_plddt0.5933588_ca2_cdz1_minimised
317,0,3,2,1,2,1,liganded_ions/cluster_0_3_ca2_cdz1/complex_rank3_plddt0.5926375_ca2_cdz1_minimised
318,0,3,2,1,2,1,liganded_ions/cluster_0_3_ca2_cdz1/complex_rank4_plddt0.5924447_ca2_cdz1_minimised
319,0,3,2,1,2,1,liganded_ions/cluster_0_3_ca2_cdz1/complex_rank5_plddt0.5909032_ca2_cdz1_minimised
320,0,3,2,2,2,2,liganded_ions/cluster_0_3_ca2_cdz2/complex_rank1_plddt0.5529343_ca2_cdz2_minimised
321,0,3,2,2,2,2,liganded_ions/cluster_0_3_ca2_cdz2/complex_rank2_plddt0.5499877_ca2_cdz2_minimised
322,0,3,2,2,2,2,liganded_ions/cluster_0_3_ca2_cdz2/complex_rank3_plddt0.5480273_ca2_cdz2_minimised
323,0,3,2,2,2,2,liganded_ions/cluster_0_3_ca2_cdz2/complex_rank4_plddt0.5467488_ca2_cdz2_minimised
324,0,3,2,2,2,2,liganded_ions/cluster_0_3_ca2_cdz2/complex_rank5_plddt0.5466902_ca2_cdz2_minimised
325,0,3,3,0,3,0,liganded_ions/cluster_0_3_ca3_cdz0/complex_rank1_plddt0.4745887_ca3_cdz0_minimised
326,0,3,3,0,3,0,liganded_ions/cluster_0_3_ca3_cdz0/complex_rank2_plddt0.4727867_ca3_cdz0_minimised
327,0,3,3,0,3,0,liganded_ions/cluster_0_3_ca3_cdz0/complex_rank3_plddt0.4720801_ca3_cdz0_minimised
328,0,3,3,0,3,0,liganded_ions/cluster_0_3_ca3_cdz0/complex_rank4_plddt0.4717611_ca3_cdz0_minimised
329,0,3,3,0,3,0,liganded_ions/cluster_0_3_ca3_cdz0/complex_rank5_plddt0.4679340_ca3_cdz0_minimised
330,0,3,3,1,3,1,liganded_ions/cluster_0_3_ca3_cdz1/complex_rank1_plddt0.6106322_ca3_cdz1_minimised
331,0,3,3,1,3,1,liganded_ions/cluster_0_3_ca3_cdz1/complex_rank2_plddt0.6091652_ca3_cdz1_minimised
332,0,3,3,1,3,1,liganded_ions/cluster_0_3_ca3_cdz1/complex_rank3_plddt0.6079338_ca3_cdz1_minimised
333,0,3,3,1,3,1,liganded_ions/cluster_0_3_ca3_cdz1/complex_rank4_plddt0.6070020_ca3_cdz1_minimised
334,0,3,3,1,3,1,liganded_ions/cluster_0_3_ca3_cdz1/complex_rank5_plddt0.6065628_ca3_cdz1_minimised
335,0,3,3,2,3,2,liganded_ions/cluster_0_3_ca3_cdz2/complex_rank1_plddt0.5582267_ca3_cdz2_minimised
336,0,3,3,2,3,2,liganded_ions/cluster_0_3_ca3_cdz2/complex_rank2_plddt0.5540512_ca2_cdz2_minimised
337,0,3,3,2,3,2,liganded_ions/cluster_0_3_ca3_cdz2/complex_rank3_plddt0.5539283_ca3_cdz2_minimised
338,0,3,3,2,3,2,liganded_ions/cluster_0_3_ca3_cdz2/complex_rank4_plddt0.5538910_ca2_cdz2_minimised
339,0,3,3,2,3,2,liganded_ions/cluster_0_3_ca3_cdz2/complex_rank5_plddt0.5515994_ca3_cdz2_minimised
340,0,3,4,0,4,0,liganded_ions/cluster_0_3_ca4_cdz0/complex_rank1_plddt0.4660721_ca4_cdz0_minimised
341,0,3,4,0,4,0,liganded_ions/cluster_0_3_ca4_cdz0/complex_rank2_plddt0.4517658_ca3_cdz0_minimised
342,0,3,4,0,4,0,liganded_ions/cluster_0_3_ca4_cdz0/complex_rank3_plddt0.4510031_ca4_cdz0_minimised
343,0,3,4,0,4,0,liganded_ions/cluster_0_3_ca4_cdz0/complex_rank4_plddt0.4391337_ca3_cdz0_minimised
344,0,3,4,0,4,0,liganded_ions/cluster_0_3_ca4_cdz0/complex_rank5_plddt0.4330486_ca3_cdz0_minimised
345,0,3,4,1,4,1,liganded_ions/cluster_0_3_ca4_cdz1/complex_rank1_plddt0.5862038_ca3_cdz1_minimised
346,0,3,4,1,4,1,liganded_ions/cluster_0_3_ca4_cdz1/complex_rank2_plddt0.5859452_ca4_cdz1_minimised
347,0,3,4,1,4,1,liganded_ions/cluster_0_3_ca4_cdz1/complex_rank3_plddt0.5855950_ca3_cdz1_minimised
348,0,3,4,1,4,1,liganded_ions/cluster_0_3_ca4_cdz1/complex_rank4_plddt0.5820093_ca4_cdz1_minimised
349,0,3,4,1,4,1,liganded_ions/cluster_0_3_ca4_cdz1/complex_rank5_plddt0.5813301_ca2_cdz1_minimised
350,0,3,4,2,4,2,liganded_ions/cluster_0_3_ca4_cdz2/complex_rank1_plddt0.5461950_ca3_cdz2_minimised
351,0,3,4,2,4,2,liganded_ions/cluster_0_3_ca4_cdz2/complex_rank2_plddt0.5453397_ca3_cdz2_minimised
352,0,3,4,2,4,2,liganded_ions/cluster_0_3_ca4_cdz2/complex_rank3_plddt0.5449539_ca3_cdz2_minimised
353,0,3,4,2,4,2,liganded_ions/cluster_0_3_ca4_cdz2/complex_rank4_plddt0.5390902_ca4_cdz2_minimised
354,0,3,4,2,4,2,liganded_ions/cluster_0_3_ca4_cdz2/complex_rank5_plddt0.5388929_ca3_cdz2_minimised
355,0,4,0,1,0,1,liganded_ions/cluster_0_4_ca0_cdz1/complex_rank1_plddt0.6099254_ca0_cdz1_minimised
356,0,4,0,1,0,1,liganded_ions/cluster_0_4_ca0_cdz1/complex_rank2_plddt0.6096249_ca0_cdz1_minimised
357,0,4,0,1,0,1,liganded_ions/cluster_0_4_ca0_cdz1/complex_rank3_plddt0.6086917_ca0_cdz1_minimised
358,0,4,0,1,0,1,liganded_ions/cluster_0_4_ca0_cdz1/complex_rank4_plddt0.6071841_ca0_cdz1_minimised
359,0,4,0,1,0,1,liganded_ions/cluster_0_4_ca0_cdz1/complex_rank5_plddt0.6015112_ca0_cdz1_minimised
360,0,4,0,2,0,2,liganded_ions/cluster_0_4_ca0_cdz2/complex_rank1_plddt0.5729455_ca0_cdz2_minimised
361,0,4,0,2,0,2,liganded_ions/cluster_0_4_ca0_cdz2/complex_rank2_plddt0.5725829_ca0_cdz2_minimised
362,0,4,0,2,0,2,liganded_ions/cluster_0_4_ca0_cdz2/complex_rank3_plddt0.5721579_ca0_cdz2_minimised
363,0,4,0,2,0,2,liganded_ions/cluster_0_4_ca0_cdz2/complex_rank4_plddt0.5719883_ca0_cdz2_minimised
364,0,4,0,2,0,2,liganded_ions/cluster_0_4_ca0_cdz2/complex_rank5_plddt0.5715541_ca0_cdz2_minimised
365,0,4,1,0,1,0,liganded_ions/cluster_0_4_ca1_cdz0/complex_rank1_plddt0.7942566_ca1_cdz0_minimised
366,0,4,1,0,1,0,liganded_ions/cluster_0_4_ca1_cdz0/complex_rank2_plddt0.7925802_ca1_cdz0_minimised
367,0,4,1,0,1,0,liganded_ions/cluster_0_4_ca1_cdz0/complex_rank3_plddt0.7909393_ca1_cdz0_minimised
368,0,4,1,0,1,0,liganded_ions/cluster_0_4_ca1_cdz0/complex_rank4_plddt0.7897547_ca1_cdz0_minimised
369,0,4,1,0,1,0,liganded_ions/cluster_0_4_ca1_cdz0/complex_rank5_plddt0.7891330_ca1_cdz0_minimised
370,0,4,1,1,1,1,liganded_ions/cluster_0_4_ca1_cdz1/complex_rank1_plddt0.6153253_ca1_cdz1_minimised
371,0,4,1,1,1,1,liganded_ions/cluster_0_4_ca1_cdz1/complex_rank2_plddt0.6124824_ca0_cdz1_minimised
372,0,4,1,1,1,1,liganded_ions/cluster_0_4_ca1_cdz1/complex_rank3_plddt0.6116263_ca1_cdz1_minimised
373,0,4,1,1,1,1,liganded_ions/cluster_0_4_ca1_cdz1/complex_rank4_plddt0.6104099_ca1_cdz1_minimised
374,0,4,1,1,1,1,liganded_ions/cluster_0_4_ca1_cdz1/complex_rank5_plddt0.6045046_ca0_cdz1_minimised
375,0,4,1,2,1,2,liganded_ions/cluster_0_4_ca1_cdz2/complex_rank1_plddt0.5590668_ca0_cdz2_minimised
376,0,4,1,2,1,2,liganded_ions/cluster_0_4_ca1_cdz2/complex_rank2_plddt0.5541061_ca1_cdz2_minimised
377,0,4,1,2,1,2,liganded_ions/cluster_0_4_ca1_cdz2/complex_rank3_plddt0.5537525_ca0_cdz2_minimised
378,0,4,1,2,1,2,liganded_ions/cluster_0_4_ca1_cdz2/complex_rank4_plddt0.5532604_ca0_cdz2_minimised
379,0,4,1,2,1,2,liganded_ions/cluster_0_4_ca1_cdz2/complex_rank5_plddt0.5482194_ca1_cdz2_minimised
380,0,4,2,0,2,0,liganded_ions/cluster_0_4_ca2_cdz0/complex_rank1_plddt0.5101478_ca2_cdz0_minimised
381,0,4,2,0,2,0,liganded_ions/cluster_0_4_ca2_cdz0/complex_rank2_plddt0.5004812_ca2_cdz0_minimised
382,0,4,2,0,2,0,liganded_ions/cluster_0_4_ca2_cdz0/complex_rank3_plddt0.4903753_ca2_cdz0_minimised
383,0,4,2,0,2,0,liganded_ions/cluster_0_4_ca2_cdz0/complex_rank4_plddt0.4838898_ca2_cdz0_minimised
384,0,4,2,0,2,0,liganded_ions/cluster_0_4_ca2_cdz0/complex_rank5_plddt0.4829097_ca2_cdz0_minimised
385,0,4,2,1,2,1,liganded_ions/cluster_0_4_ca2_cdz1/complex_rank1_plddt0.6068680_ca2_cdz1_minimised
386,0,4,2,1,2,1,liganded_ions/cluster_0_4_ca2_cdz1/complex_rank2_plddt0.6066121_ca1_cdz1_minimised
387,0,4,2,1,2,1,liganded_ions/cluster_0_4_ca2_cdz1/complex_rank3_plddt0.6064954_ca2_cdz1_minimised
388,0,4,2,1,2,1,liganded_ions/cluster_0_4_ca2_cdz1/complex_rank4_plddt0.6062683_ca1_cdz1_minimised
389,0,4,2,1,2,1,liganded_ions/cluster_0_4_ca2_cdz1/complex_rank5_plddt0.6061178_ca2_cdz1_minimised
390,0,4,2,2,2,2,liganded_ions/cluster_0_4_ca2_cdz2/complex_rank1_plddt0.5617468_ca2_cdz2_minimised
391,0,4,2,2,2,2,liganded_ions/cluster_0_4_ca2_cdz2/complex_rank2_plddt0.5590913_ca1_cdz2_minimised
392,0,4,2,2,2,2,liganded_ions/cluster_0_4_ca2_cdz2/complex_rank3_plddt0.5584582_ca2_cdz2_minimised
393,0,4,2,2,2,2,liganded_ions/cluster_0_4_ca2_cdz2/complex_rank4_plddt0.5554810_ca2_cdz2_minimised
394,0,4,2,2,2,2,liganded_ions/cluster_0_4_ca2_cdz2/complex_rank5_plddt0.5540861_ca1_cdz2_minimised
395,0,4,3,0,3,0,liganded_ions/cluster_0_4_ca3_cdz0/complex_rank1_plddt0.4849212_ca2_cdz0_minimised
396,0,4,3,0,3,0,liganded_ions/cluster_0_4_ca3_cdz0/complex_rank2_plddt0.4836562_ca3_cdz0_minimised
397,0,4,3,0,3,0,liganded_ions/cluster_0_4_ca3_cdz0/complex_rank3_plddt0.4726849_ca2_cdz0_minimised
398,0,4,3,0,3,0,liganded_ions/cluster_0_4_ca3_cdz0/complex_rank4_plddt0.4711940_ca3_cdz0_minimised
399,0,4,3,0,3,0,liganded_ions/cluster_0_4_ca3_cdz0/complex_rank5_plddt0.4495816_ca3_cdz0_minimised
400,0,4,3,1,3,1,liganded_ions/cluster_0_4_ca3_cdz1/complex_rank1_plddt0.5929623_ca3_cdz1_minimised
401,0,4,3,1,3,1,liganded_ions/cluster_0_4_ca3_cdz1/complex_rank2_plddt0.5918481_ca2_cdz1_minimised
402,0,4,3,1,3,1,liganded_ions/cluster_0_4_ca3_cdz1/complex_rank3_plddt0.5909408_ca3_cdz1_minimised
403,0,4,3,1,3,1,liganded_ions/cluster_0_4_ca3_cdz1/complex_rank4_plddt0.5895419_ca2_cdz1_minimised
404,0,4,3,1,3,1,liganded_ions/cluster_0_4_ca3_cdz1/complex_rank5_plddt0.5872336_ca2_cdz1_minimised
405,0,4,3,2,3,2,liganded_ions/cluster_0_4_ca3_cdz2/complex_rank1_plddt0.5369409_ca3_cdz2_minimised
406,0,4,3,2,3,2,liganded_ions/cluster_0_4_ca3_cdz2/complex_rank2_plddt0.5367078_ca2_cdz2_minimised
407,0,4,3,2,3,2,liganded_ions/cluster_0_4_ca3_cdz2/complex_rank3_plddt0.5360885_ca2_cdz2_minimised
408,0,4,3,2,3,2,liganded_ions/cluster_0_4_ca3_cdz2/complex_rank4_plddt0.5358971_ca1_cdz2_minimised
409,0,4,3,2,3,2,liganded_ions/cluster_0_4_ca3_cdz2/complex_rank5_plddt0.5275503_ca2_cdz2_minimised
410,0,4,4,0,4,0,liganded_ions/cluster_0_4_ca4_cdz0/complex_rank1_plddt0.4662873_ca3_cdz0_minimised
411,0,4,4,0,4,0,liganded_ions/cluster_0_4_ca4_cdz0/complex_rank2_plddt0.4644184_ca3_cdz0_minimised
412,0,4,4,0,4,0,liganded_ions/cluster_0_4_ca4_cdz0/complex_rank3_plddt0.4600552_ca3_cdz0_minimised
413,0,4,4,0,4,0,liganded_ions/cluster_0_4_ca4_cdz0/complex_rank4_plddt0.4526420_ca2_cdz0_minimised
414,0,4,4,0,4,0,liganded_ions/cluster_0_4_ca4_cdz0/complex_rank5_plddt0.4424273_ca2_cdz0_minimised
415,0,4,4,1,4,1,liganded_ions/cluster_0_4_ca4_cdz1/complex_rank1_plddt0.5878493_ca2_cdz1_minimised
416,0,4,4,1,4,1,liganded_ions/cluster_0_4_ca4_cdz1/complex_rank2_plddt0.5872861_ca4_cdz1_minimised
417,0,4,4,1,4,1,liganded_ions/cluster_0_4_ca4_cdz1/complex_rank3_plddt0.5869579_ca4_cdz1_minimised
418,0,4,4,1,4,1,liganded_ions/cluster_0_4_ca4_cdz1/complex_rank4_plddt0.5868376_ca2_cdz1_minimised
419,0,4,4,1,4,1,liganded_ions/cluster_0_4_ca4_cdz1/complex_rank5_plddt0.5841514_ca4_cdz1_minimised
420,0,4,4,2,4,2,liganded_ions/cluster_0_4_ca4_cdz2/complex_rank1_plddt0.5348797_ca4_cdz2_minimised
421,0,4,4,2,4,2,liganded_ions/cluster_0_4_ca4_cdz2/complex_rank2_plddt0.5336374_ca4_cdz2_minimised
422,0,4,4,2,4,2,liganded_ions/cluster_0_4_ca4_cdz2/complex_rank3_plddt0.5335065_ca2_cdz2_minimised
423,0,4,4,2,4,2,liganded_ions/cluster_0_4_ca4_cdz2/complex_rank4_plddt0.5325280_ca3_cdz2_minimised
424,0,4,4,2,4,2,liganded_ions/cluster_0_4_ca4_cdz2/complex_rank5_plddt0.5315189_ca3_cdz2_minimised
425,1,0,0,1,0,1,liganded_ions/cluster_1_0_ca0_cdz1/complex_rank1_plddt0.6230022_ca0_cdz1_minimised
426,1,0,0,1,0,1,liganded_ions/cluster_1_0_ca0_cdz1/complex_rank2_plddt0.6148347_ca0_cdz1_minimised
