value,term,type,level
-2.3712216065389724e-10,ensemble[C(ensemble)[AF2_MSAss]],ensemble,C(ensemble
3.275263780006814e-11,ensemble[C(ensemble)[AF2_filtered]],ensemble,C(ensemble
1.2585733738604096e-11,ensemble[C(ensemble)[ISO_BI]],ensemble,C(ensemble
1.7144345958885894e-10,ensemble[C(ensemble)[ISO_TRI]],ensemble,C(ensemble
