value,term,type,level
-1.2133796113195206e-10,ensemble[C(ensemble)[AF2_MSAss]],ensemble,C(ensemble
2.5850963756474472e-12,ensemble[C(ensemble)[AF2_filtered]],ensemble,C(ensemble
-4.236685726755538e-12,ensemble[C(ensemble)[ISO_BI]],ensemble,C(ensemble
5.7374777892841954e-11,ensemble[C(ensemble)[ISO_TRI]],ensemble,C(ensemble
