value,term,type,level
-1.1004478512217781e-10,ensemble[C(ensemble)[AF2_MSAss]],ensemble,C(ensemble
-5.981461375997197e-11,ensemble[C(ensemble)[AF2_filtered]],ensemble,C(ensemble
8.908082081402043e-11,ensemble[C(ensemble)[ISO_BI]],ensemble,C(ensemble
1.8098248086216602e-10,ensemble[C(ensemble)[ISO_TRI]],ensemble,C(ensemble
