# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.017910 0.133829 7.53578775e+00 8.06612710e-04 3.94717800e-04 3.50000000e-01 2.00000000e+00  8.73524 
  2000 0.016201 0.127284 1.25177554e+01 3.21589086e-04 4.05903968e-04 3.50000000e-01 2.00000000e+00 10.29450 
  3000 0.015830 0.125817 1.58278809e+01 1.69882104e-04 4.05434093e-04 3.50000000e-01 2.00000000e+00 10.84558 
  4000 0.015711 0.125343 1.80422832e+01 9.97750756e-05 4.04910217e-04 3.50000000e-01 2.00000000e+00 11.06539 
  5000 0.015661 0.125144 1.95247318e+01 6.17128089e-05 4.04641030e-04 3.50000000e-01 2.00000000e+00 11.16797 
  6000 0.015637 0.125047 2.05167449e+01 3.92874155e-05 4.04509697e-04 3.50000000e-01 2.00000000e+00 11.22079 
  7000 0.015624 0.124996 2.11801626e+01 2.54418425e-05 4.04449286e-04 3.50000000e-01 2.00000000e+00 11.24968 
  8000 0.015617 0.124967 2.16235339e+01 1.66486504e-05 4.04424599e-04 3.50000000e-01 2.00000000e+00 11.26613 
  9000 0.015613 0.124951 2.19196542e+01 1.09656070e-05 4.04417007e-04 3.50000000e-01 2.00000000e+00 11.27578 
 10000 0.015610 0.124941 2.21173130e+01 7.25202407e-06 4.04416921e-04 3.50000000e-01 2.00000000e+00 11.28158 
 11000 0.015609 0.124935 2.22491826e+01 4.80840998e-06 4.04419627e-04 3.50000000e-01 2.00000000e+00 11.28513 
 12000 0.015608 0.124931 2.23371228e+01 3.19332566e-06 4.04422956e-04 3.50000000e-01 2.00000000e+00 11.28734 
 13000 0.015607 0.124929 2.23957466e+01 2.12284934e-06 4.04426013e-04 3.50000000e-01 2.00000000e+00 11.28873 
 14000 0.015607 0.124927 2.24348156e+01 1.41208258e-06 4.04428511e-04 3.50000000e-01 2.00000000e+00 11.28962 
 15000 0.015607 0.124926 2.24608462e+01 9.39632838e-07 4.04430429e-04 3.50000000e-01 2.00000000e+00 11.29019 
 16000 0.015606 0.124926 2.24781861e+01 6.25381773e-07 4.04431847e-04 3.50000000e-01 2.00000000e+00 11.29057 
 17000 0.015606 0.124925 2.24897349e+01 4.16273203e-07 4.04432868e-04 3.50000000e-01 2.00000000e+00 11.29081 
 18000 0.015606 0.124925 2.24974256e+01 2.77096810e-07 4.04433590e-04 3.50000000e-01 2.00000000e+00 11.29097 
 19000 0.015606 0.124925 2.25025465e+01 1.84454196e-07 4.04434096e-04 3.50000000e-01 2.00000000e+00 11.29107 
 20000 0.015606 0.124925 2.25059560e+01 1.22783564e-07 4.04434445e-04 3.50000000e-01 2.00000000e+00 11.29114 
 21000 0.015606 0.124925 2.25082258e+01 8.17300034e-08 4.04434685e-04 3.50000000e-01 2.00000000e+00 11.29119 
 22000 0.015606 0.124925 2.25097368e+01 5.44013709e-08 4.04434850e-04 3.50000000e-01 2.00000000e+00 11.29122 
 23000 0.015606 0.124925 2.25107425e+01 3.62096404e-08 4.04434961e-04 3.50000000e-01 2.00000000e+00 11.29124 
 24000 0.015606 0.124925 2.25114120e+01 2.41004136e-08 4.04435037e-04 3.50000000e-01 2.00000000e+00 11.29125 
 25000 0.015606 0.124925 2.25118576e+01 1.60402475e-08 4.04435088e-04 3.50000000e-01 2.00000000e+00 11.29126 
 26000 0.015606 0.124925 2.25121542e+01 1.06754084e-08 4.04435123e-04 3.50000000e-01 2.00000000e+00 11.29127 
 27000 0.015606 0.124925 2.25123515e+01 7.10469557e-09 4.04435146e-04 3.50000000e-01 2.00000000e+00 11.29127 
 28000 0.015606 0.124925 2.25124829e+01 4.72818694e-09 4.04435162e-04 3.50000000e-01 2.00000000e+00 11.29127 
 29000 0.015606 0.124925 2.25125703e+01 3.14653506e-09 4.04435173e-04 3.50000000e-01 2.00000000e+00 11.29128 
 30000 0.015606 0.124924 2.25126285e+01 2.09391922e-09 4.04435180e-04 3.50000000e-01 2.00000000e+00 11.29128 
 31000 0.015606 0.124924 2.25126672e+01 1.39340380e-09 4.04435184e-04 3.50000000e-01 2.00000000e+00 11.29128 
 32000 0.015606 0.124924 2.25126930e+01 9.27222785e-10 4.04435188e-04 3.50000000e-01 2.00000000e+00 11.29128 
 33000 0.015606 0.124924 2.25127101e+01 6.16995624e-10 4.04435190e-04 3.50000000e-01 2.00000000e+00 11.29128 
 34000 0.015606 0.124924 2.25127215e+01 4.10553944e-10 4.04435191e-04 3.50000000e-01 2.00000000e+00 11.29128 
 35000 0.015606 0.124924 2.25127291e+01 2.73180663e-10 4.04435192e-04 3.50000000e-01 2.00000000e+00 11.29128 
 36000 0.015606 0.124924 2.25127341e+01 1.81769223e-10 4.04435193e-04 3.50000000e-01 2.00000000e+00 11.29128 
 37000 0.015606 0.124924 2.25127375e+01 1.20943119e-10 4.04435193e-04 3.50000000e-01 2.00000000e+00 11.29128 
