# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H 
     1 0.069249 0.263152 9.10514858e-03 1.00000000e+00 7.62613570e-02 3.50000000e-01 2.00000000e+00 
     2 0.069087 0.262844 1.75153279e-02 4.80161113e-01 7.63048172e-02 3.50000000e-01 2.00000000e+00 
     3 0.068938 0.262561 2.52830698e-02 3.07230961e-01 7.63448011e-02 3.50000000e-01 2.00000000e+00 
     4 0.068802 0.262301 3.24568882e-02 2.21026069e-01 7.63802678e-02 3.50000000e-01 2.00000000e+00 
     5 0.068676 0.262061 3.90817456e-02 1.69512832e-01 7.64117823e-02 3.50000000e-01 2.00000000e+00 
     6 0.068560 0.261840 4.51992896e-02 1.35346021e-01 7.64398321e-02 3.50000000e-01 2.00000000e+00 
     7 0.068454 0.261637 5.08480793e-02 1.11091506e-01 7.64648381e-02 3.50000000e-01 2.00000000e+00 
     8 0.068356 0.261451 5.60638000e-02 9.30318792e-02 7.64871644e-02 3.50000000e-01 2.00000000e+00 
     9 0.068266 0.261278 6.08794658e-02 7.91016444e-02 7.65071261e-02 3.50000000e-01 2.00000000e+00 
    10 0.068184 0.261120 6.53256110e-02 6.80612868e-02 7.65249968e-02 3.50000000e-01 2.00000000e+00 
    11 0.068107 0.260974 6.94304685e-02 5.91218470e-02 7.65410145e-02 3.50000000e-01 2.00000000e+00 
    12 0.068037 0.260840 7.32201382e-02 5.17572050e-02 7.65553867e-02 3.50000000e-01 2.00000000e+00 
    13 0.067973 0.260716 7.67187431e-02 4.56030010e-02 7.65682951e-02 3.50000000e-01 2.00000000e+00 
    14 0.067913 0.260602 7.99485756e-02 4.03988747e-02 7.65798987e-02 3.50000000e-01 2.00000000e+00 
    15 0.067859 0.260497 8.29302333e-02 3.59538080e-02 7.65903374e-02 3.50000000e-01 2.00000000e+00 
    16 0.067808 0.260400 8.56827455e-02 3.21244633e-02 7.65997345e-02 3.50000000e-01 2.00000000e+00 
    17 0.067762 0.260311 8.82236908e-02 2.88011670e-02 7.66081989e-02 3.50000000e-01 2.00000000e+00 
    18 0.067719 0.260229 9.05693058e-02 2.58985647e-02 7.66158271e-02 3.50000000e-01 2.00000000e+00 
    19 0.067680 0.260153 9.27345867e-02 2.33492267e-02 7.66227047e-02 3.50000000e-01 2.00000000e+00 
    20 0.067644 0.260084 9.47333827e-02 2.10991724e-02 7.66289079e-02 3.50000000e-01 2.00000000e+00 
    21 0.067610 0.260020 9.65784829e-02 1.91046721e-02 7.66345043e-02 3.50000000e-01 2.00000000e+00 
    22 0.067579 0.259960 9.82816970e-02 1.73299220e-02 7.66395547e-02 3.50000000e-01 2.00000000e+00 
    23 0.067551 0.259906 9.98539296e-02 1.57453248e-02 7.66441132e-02 3.50000000e-01 2.00000000e+00 
    24 0.067525 0.259856 1.01305249e-01 1.43262003e-02 7.66482282e-02 3.50000000e-01 2.00000000e+00 
    25 0.067501 0.259809 1.02644951e-01 1.30518050e-02 7.66519433e-02 3.50000000e-01 2.00000000e+00 
    26 0.067479 0.259767 1.03881618e-01 1.19045782e-02 7.66552974e-02 3.50000000e-01 2.00000000e+00 
    27 0.067458 0.259728 1.05023173e-01 1.08695553e-02 7.66583257e-02 3.50000000e-01 2.00000000e+00 
    28 0.067440 0.259691 1.06076931e-01 9.93390672e-03 7.66610598e-02 3.50000000e-01 2.00000000e+00 
    29 0.067422 0.259658 1.07049645e-01 9.08657175e-03 7.66635280e-02 3.50000000e-01 2.00000000e+00 
    30 0.067406 0.259627 1.07947549e-01 8.31796614e-03 7.66657561e-02 3.50000000e-01 2.00000000e+00 
    31 0.067392 0.259599 1.08776398e-01 7.61974567e-03 7.66677671e-02 3.50000000e-01 2.00000000e+00 
    32 0.067378 0.259573 1.09541503e-01 6.98461404e-03 7.66695818e-02 3.50000000e-01 2.00000000e+00 
    33 0.067366 0.259549 1.10247769e-01 6.40616566e-03 7.66712192e-02 3.50000000e-01 2.00000000e+00 
    34 0.067354 0.259527 1.10899721e-01 5.87875597e-03 7.66726963e-02 3.50000000e-01 2.00000000e+00 
    35 0.067343 0.259506 1.11501539e-01 5.39739391e-03 7.66740283e-02 3.50000000e-01 2.00000000e+00 
    36 0.067334 0.259487 1.12057079e-01 4.95765224e-03 7.66752293e-02 3.50000000e-01 2.00000000e+00 
    37 0.067325 0.259470 1.12569901e-01 4.55559225e-03 7.66763117e-02 3.50000000e-01 2.00000000e+00 
    38 0.067316 0.259454 1.13043293e-01 4.18770032e-03 7.66772871e-02 3.50000000e-01 2.00000000e+00 
    39 0.067309 0.259439 1.13480286e-01 3.85083407e-03 7.66781656e-02 3.50000000e-01 2.00000000e+00 
    40 0.067302 0.259426 1.13883683e-01 3.54217657e-03 7.66789566e-02 3.50000000e-01 2.00000000e+00 
    41 0.067295 0.259413 1.14256066e-01 3.25919716e-03 7.66796685e-02 3.50000000e-01 2.00000000e+00 
    42 0.067289 0.259402 1.14599821e-01 2.99961777e-03 7.66803089e-02 3.50000000e-01 2.00000000e+00 
    43 0.067284 0.259391 1.14917152e-01 2.76138390e-03 7.66808848e-02 3.50000000e-01 2.00000000e+00 
