# Iteration, weighted MSE to target, weighted RMSE to target, Total lambdas, Fractional change in lambda, Curr. stepsize, Beta_C, Beta_H, Curr. work 
  1000 0.035618 0.188727 6.03370223e+00 5.46857718e-04 9.62610273e-04 3.50000000e-01 2.00000000e+00  5.30452 
  2000 0.032569 0.180470 7.90950340e+00 1.16636656e-04 1.03456819e-03 3.50000000e-01 2.00000000e+00  6.67532 
  3000 0.031991 0.178861 8.42601479e+00 3.00331071e-05 1.05052161e-03 3.50000000e-01 2.00000000e+00  6.99685 
  4000 0.031856 0.178484 8.56905759e+00 8.32420855e-06 1.05417062e-03 3.50000000e-01 2.00000000e+00  7.07592 
  5000 0.031822 0.178386 8.60992026e+00 2.41640184e-06 1.05502964e-03 3.50000000e-01 2.00000000e+00  7.09659 
  6000 0.031812 0.178360 8.62201972e+00 7.31807828e-07 1.05522853e-03 3.50000000e-01 2.00000000e+00  7.10226 
  7000 0.031809 0.178352 8.62576068e+00 2.33435380e-07 1.05526841e-03 3.50000000e-01 2.00000000e+00  7.10388 
  8000 0.031809 0.178350 8.62698789e+00 8.00768119e-08 1.05527146e-03 3.50000000e-01 2.00000000e+00  7.10435 
  9000 0.031808 0.178349 8.62742578e+00 3.03433165e-08 1.05526757e-03 3.50000000e-01 2.00000000e+00  7.10450 
 10000 0.031808 0.178349 8.62760018e+00 1.29493973e-08 1.05526362e-03 3.50000000e-01 2.00000000e+00  7.10455 
 11000 0.031808 0.178349 8.62767856e+00 6.20907612e-09 1.05526076e-03 3.50000000e-01 2.00000000e+00  7.10456 
 12000 0.031808 0.178349 8.62771782e+00 3.26661336e-09 1.05525890e-03 3.50000000e-01 2.00000000e+00  7.10457 
 13000 0.031808 0.178349 8.62773912e+00 1.82872943e-09 1.05525773e-03 3.50000000e-01 2.00000000e+00  7.10457 
 14000 0.031808 0.178349 8.62775126e+00 1.06218392e-09 1.05525701e-03 3.50000000e-01 2.00000000e+00  7.10458 
 15000 0.031808 0.178349 8.62775838e+00 6.29587071e-10 1.05525657e-03 3.50000000e-01 2.00000000e+00  7.10458 
 16000 0.031808 0.178349 8.62776263e+00 3.77191587e-10 1.05525631e-03 3.50000000e-01 2.00000000e+00  7.10458 
 17000 0.031808 0.178349 8.62776518e+00 2.27232448e-10 1.05525615e-03 3.50000000e-01 2.00000000e+00  7.10458 
 18000 0.031808 0.178349 8.62776672e+00 1.37279984e-10 1.05525605e-03 3.50000000e-01 2.00000000e+00  7.10458 
