arm,family,start,open,closed,intermediate,recovery,tv,ess_fraction,open_conditional_ess,closed_conditional_ess,intermediate_conditional_ess
0,unregularised,0,0.04185655031556173,0.08664082358804383,0.8715026260963945,15.597657886847681,0.8715026260963945,0.03549344625078365,9.923276398240555,13.832909237911478,63.59326989757159
0,unregularised,1,0.04184909908222488,0.08665787267287615,0.8714930282448993,15.598415524634623,0.8714930282448992,0.03549748237683398,9.922850859467422,13.83237355157178,63.600491127688535
1,maxent,0,0.04215636051549637,0.0871929047341378,0.8706507347503659,15.676617841436391,0.8706507347503658,0.036107748247526876,10.18359688649564,14.097138671180742,64.6050940102744
1,maxent,1,0.04215311565524915,0.08715112380952464,0.870695760535226,15.6726019425106,0.8706957605352261,0.03610090144319571,10.17798180196105,14.057067422746053,64.60477173462803
2,maxent,0,0.04433754682103554,0.09482009354138687,0.8608423596375777,16.559813667288658,0.8608423596375776,0.038466439417058934,10.916553508790942,18.66322278091508,67.23315018278839
2,maxent,1,0.04433584474103592,0.09481607905223882,0.8608480762067252,16.55929848576446,0.8608480762067252,0.038466198535190003,10.915487586372562,18.661367976674356,67.23366297226951
3,maxent,0,0.05197265905005702,0.13493454385988773,0.8130927970900553,20.571579468416378,0.8130927970900552,0.052084309687197614,15.017918277109425,124.54918411674818,79.62418568963066
3,maxent,1,0.05197282377695826,0.1349346193090753,0.8130925569139664,20.571601454106425,0.8130925569139664,0.052084314152433746,15.01805111949959,124.54858777113868,79.62414970088138
4,maxent,0,0.08081585567029459,0.258230182179829,0.6609539621498766,31.860190237557994,0.6609539621498765,0.1443527348212143,27.227629184321575,685.9767150004833,157.34829779001402
4,maxent,1,0.08081585567029449,0.25823018217982907,0.6609539621498766,31.860190237557994,0.6609539621498766,0.14435273482121433,27.227629184321653,685.9767150004841,157.348297790014
5,maxent,0,0.03311149192303915,0.354850069552791,0.6120384385241698,32.0902380248256,0.6120384385241698,0.9533280356983851,43.533902072666386,824.8388261191465,1275.8611737286235
5,maxent,1,0.033111549402841445,0.35484904722744537,0.6120394033697132,32.09019212804306,0.6120394033697132,0.9533276486131448,43.533902321034944,824.8388128848312,1275.860932061662
