stage,ensemble,arm,family,strength,quantile,converged,objective,mse,objective_gap,steps,open,closed,intermediate,recovery,tv,ess_fraction,open_conditional_ess,closed_conditional_ess,intermediate_conditional_ess,initial_population_tv,distance,sigma
rate,ISO_TRI,15,profile_logpf,0.1,0.08,True,0.06813267144204138,0.010225942873996786,4.155192473320047e-08,1000,0.03542215997794718,0.4786360727421914,0.4859417672798614,38.59756088904894,0.4859417672798614,0.42988547472426714,30.58356798052139,460.7439274837085,465.5430586256765,1.1731131362852087e-07,,
rate,ISO_TRI,16,profile_logpf,0.1,0.16,True,0.07269809767072044,0.010910222702145166,0.00021250868181037477,1000,0.03190742720052818,0.48272562935189334,0.4853669434475786,38.26532119251462,0.4853669434475785,0.5315363630893691,34.65775817807259,574.8762765959905,573.4358151236738,0.0002881992989288776,,
rate,ISO_TRI,17,profile_logpf,0.1,0.32,True,0.07749668808906464,0.011632436828072714,0.00023420059045962504,1000,0.026675604445709114,0.4712366833734916,0.5020877121807994,36.91241061808764,0.5020877121807994,0.6325508992777489,34.821483652680996,662.9443316644622,709.8876641846477,0.00026492902204070835,,
rate,ISO_TRI,18,profile_logpf,0.1,0.64,True,0.08176451330868668,0.012282679968443573,0.00016767446175249543,1000,0.02390371356807412,0.45778095750711656,0.5183153289248092,35.83628143518788,0.5183153289248092,0.7127878304333334,35.86409183733278,721.8022628348064,828.4782182928623,0.0007443497612014249,,
rate,ISO_TRI,25,hierarchical_rmsd,0.1,0.02,True,0.03935130967802628,0.005977891022151631,1.0217845305027005e-05,1000,0.0878636927020734,0.3471051047485755,0.5650312025493511,37.939083891831075,0.5650312025493511,0.004505499836839421,3.2467800153961135,14.386616230159099,3.587157497038446,0.00029448291215741773,rmsd,0.0040816326530546
rate,ISO_TRI,26,hierarchical_rmsd,0.1,0.04,True,0.039515322920486616,0.006003260551285062,8.124139957717952e-06,1000,0.08350898903426314,0.35302277550890593,0.5634682354568311,37.84344306001552,0.563468235456831,0.004705221828304892,2.214140198064963,12.736117805059623,3.84451755134203,1.4294310679896505e-05,rmsd,0.007993197278914
rate,ISO_TRI,27,hierarchical_rmsd,0.1,0.08,True,0.03966084927369584,0.0060250617394591675,5.179286292859157e-05,1000,0.08668043415571852,0.34758258025055816,0.5657369855937233,37.848727197525974,0.5657369855937233,0.004615646669231793,2.3541079038607298,11.813771733402728,3.8122794235378272,0.00016239440140387862,rmsd,0.0159863945578315
rate,ISO_TRI,28,hierarchical_rmsd,0.1,0.16,True,0.0400510032672836,0.0060818144402435634,0.00024225377435828195,1000,0.08246563606512658,0.33202130359094406,0.5855130603439294,36.51725047311223,0.5855130603439294,0.00427734693655429,1.9621676245366617,9.775971356683273,3.795182481537922,0.0013224431598852296,rmsd,0.0321428571428636
rate,ISO_TRI,29,hierarchical_rmsd,0.1,0.32,False,0.040444492677124945,0.00614318233685112,0.010548717201616068,1000,0.08080230239222308,0.2765457777917514,0.6426519198160252,33.009636597907324,0.6426519198160254,0.004754707452577466,2.1075140097194764,7.356016498293766,5.096875875655079,0.035383925120728764,rmsd,0.0656462585034152
rate,ISO_TRI,30,hierarchical_rmsd,0.1,0.64,True,0.04209692982230101,0.006395537893495974,0.0060163783921363245,3000,0.08782487298740435,0.37862979596556906,0.5335453310470267,39.750030796848456,0.5335453310470266,0.010288628027298796,2.0000921150611184,8.640586274499945,12.251774367412082,0.02016447716484187,rmsd,0.1454081632653086
rate,ISO_TRI,31,hierarchical_w1,0.1,0.02,True,0.03899301107758153,0.0059231701113278525,5.013448098512553e-06,1000,0.10356938538190491,0.35278732677080527,0.5436432878472898,39.798841226601255,0.5436432878472899,0.004777230312666742,3.752576576002302,12.770430321273903,3.6274729398529386,6.127267375496959e-05,w1,0.0040816326530546
rate,ISO_TRI,32,hierarchical_w1,0.1,0.04,True,0.039138990441636996,0.005944601873770448,0.00014591616415328927,1000,0.10645724875995376,0.3653054617884801,0.5282372894515661,40.816039627328784,0.5282372894515661,0.004344597786651209,4.5079648723301196,12.804094201141378,3.082871624399454,0.0018210540020180202,w1,0.007993197278914
rate,ISO_TRI,33,hierarchical_w1,0.1,0.08,True,0.03952740491648442,0.006002218532950468,0.00013775751837352893,1000,0.10612350614282812,0.34606854274447674,0.5478079511126949,39.63721262917579,0.547807951112695,0.003784143972582591,4.302598941237663,11.615311577820956,2.8353394346261345,0.005697644864596216,w1,0.0159863945578315
rate,ISO_TRI,34,hierarchical_w1,0.1,0.16,True,0.03981415933804044,0.006045215118591146,0.00015809096190284728,1000,0.09959010433642627,0.3355785560707125,0.5648313395928612,38.39398075533176,0.5648313395928612,0.0037706061158192927,2.86241530505364,11.615250471460545,3.0087661734487954,0.0008290888641144523,w1,0.0321428571428636
rate,ISO_TRI,35,hierarchical_w1,0.1,0.32,True,0.040396988235316386,0.006135699650712282,0.0007450196357350071,1000,0.07288036411671578,0.34633828288877966,0.5807813529945046,36.35642143900822,0.5807813529945045,0.00334030055695231,2.008067676882905,9.737507321403422,2.820604825674173,0.003108586579824796,w1,0.0656462585034152
rate,ISO_TRI,36,hierarchical_w1,0.1,0.64,False,0.040523685208786915,0.006153832773578654,0.012770256212713176,1000,0.0949880852688273,0.29301367984914906,0.6119982348820233,35.366144137017585,0.6119982348820234,0.003148823589255033,2.3063157064919984,7.553153721455089,2.93866929414756,0.032020750798289595,w1,0.1454081632653086
rate,ISO_TRI,37,hierarchical_logpf_profile,0.1,0.02,True,0.039664515464987886,0.006025982417220267,7.794275462229284e-06,1000,0.09726094028119088,0.310876377488319,0.59186268223049,36.678544011764636,0.5918626822304901,0.003949799724946411,3.078129713810212,13.067197237740986,3.3905017356759837,4.2904984344033226e-05,logpf_profile,0.0040816326530546
rate,ISO_TRI,38,hierarchical_logpf_profile,0.1,0.04,True,0.039701744044058775,0.00603006473658707,0.006285352257129926,1000,0.09566842235450519,0.32128436439789915,0.5830472132475958,37.16264136831888,0.5830472132475957,0.00427487184081533,2.394324426938154,11.640489985388436,3.677269312636189,0.014924689262098563,logpf_profile,0.007993197278914
rate,ISO_TRI,39,hierarchical_logpf_profile,0.1,0.08,True,0.04011379947579091,0.0060864189268667376,0.0061876954141854715,1000,0.0911250990266756,0.29294843761298894,0.6159264633603354,35.00365225760774,0.6159264633603354,0.003907554984063649,2.5498542531753268,15.57865561400512,3.5704159094350554,0.010002226461708251,logpf_profile,0.0159863945578315
rate,ISO_TRI,40,hierarchical_logpf_profile,0.1,0.16,True,0.04040543752916861,0.006134210766776413,0.0013778761358034105,1000,0.09318030364313205,0.25338305598391225,0.6534366403729557,32.68309431193885,0.6534366403729557,0.0038090598338133964,2.352745065721994,12.10696927573647,3.9172956813310402,0.018048966293645996,logpf_profile,0.0321428571428636
rate,ISO_TRI,41,hierarchical_logpf_profile,0.1,0.32,False,0.04333392528751843,0.006581514672519375,0.055183053376488156,3000,0.08547634278220742,0.31668419397491787,0.5978394632428746,35.90717352425074,0.5978394632428747,0.009158938574113139,2.4472568201147946,8.702982700133589,10.341179208156886,0.0019528611290374892,logpf_profile,0.0656462585034152
rate,ISO_TRI,42,hierarchical_logpf_profile,0.1,0.64,False,0.041913674491125326,0.006365313228404613,0.010524680404272378,3000,0.09759798952665671,0.3280413572937285,0.5743606531796148,37.7526416391463,0.5743606531796148,0.006861801727635723,2.8489484747800855,5.391828543311972,7.817874150949578,0.08718946423620388,logpf_profile,0.1454081632653086
