arm,family,start,open,closed,intermediate,recovery,tv,ess_fraction,open_conditional_ess,closed_conditional_ess,intermediate_conditional_ess
32,hierarchical_w1,1,0.3148494522411922,0.5100102714393137,0.17514027631949416,69.3615748336009,0.17514027631949414,0.05890030592088248,23.28876092029156,100.94486469009892,38.479007893331115
33,hierarchical_w1,0,0.28913209368454934,0.4832715624636183,0.2275963438518325,64.6722790813288,0.22759634385183242,0.0669350032995692,24.80747031878775,107.4737667059022,44.213175284326
33,hierarchical_w1,1,0.28827114587236796,0.4834414400330903,0.22828741409454192,64.60991215955751,0.22828741409454184,0.06746460909106693,25.04081256043268,108.99016211664811,43.47020343315114
34,hierarchical_w1,0,0.24836150119139982,0.45749199319947254,0.29414650560912764,59.14274908100295,0.29414650560912764,0.08984884150133074,38.130351188141894,104.93011352427226,62.25470339704372
34,hierarchical_w1,1,0.24484225473142843,0.45352700838039806,0.30163073688817366,58.55338790727611,0.3016307368881736,0.08639011418630244,32.75325094317471,106.53129505491086,63.12085806456542
35,hierarchical_w1,0,0.16336178661870837,0.45904422235130815,0.3775939910299834,51.77440013835235,0.3775939910299835,0.09980528212305587,43.60932704858269,108.66002678800315,73.04466955720943
35,hierarchical_w1,1,0.1649005681933909,0.4614063544718008,0.3736930773348083,52.06478708896789,0.3736930773348083,0.10008799996063514,43.60394610403245,108.1711304413173,73.54951151723618
36,hierarchical_w1,0,0.1457512064916584,0.46299676195522654,0.391252031553115,50.35822976890842,0.39125203155311505,0.1103161505359359,43.89771466042914,113.57215741034074,89.90448386708566
36,hierarchical_w1,1,0.14665820176256172,0.44194008946293717,0.41140170877450094,49.1677581313748,0.411401708774501,0.11145912566020506,43.905824745420794,113.16769115385155,93.17043894157084
37,hierarchical_logpf_profile,0,0.31896151120434546,0.5138576267902512,0.16718086200540336,70.11736886041908,0.16718086200540339,0.062213567458252565,26.988573384897215,98.05390207882836,36.698135753727385
37,hierarchical_logpf_profile,1,0.3203359155021825,0.5101305148843541,0.1695335696134634,69.90385166720785,0.1695335696134634,0.061729216293005915,26.718405478173803,98.09524577614124,36.50540005581677
38,hierarchical_logpf_profile,0,0.31154010618056543,0.4900191381234096,0.19844075569602498,67.25762240154775,0.19844075569602498,0.06503315123427446,28.54251364749428,93.1126933448108,42.26694786185139
38,hierarchical_logpf_profile,1,0.31136887980917016,0.4826288909299522,0.20600222926087783,66.59449669176001,0.20600222926087774,0.064732372482309,28.053961587271104,91.74803108233345,44.74806543760798
39,hierarchical_logpf_profile,0,0.29574552707648916,0.4775488869797827,0.22670558594372808,64.78093685628959,0.2267055859437281,0.06718074543592097,26.8895708282217,88.98192427174496,58.784071595164356
39,hierarchical_logpf_profile,1,0.295462685676634,0.48145632213954204,0.22308099218382393,65.08216705921551,0.22308099218382396,0.06762682500701234,27.939147538780396,88.43145052391311,55.292627211623085
40,hierarchical_logpf_profile,0,0.24076676650666284,0.47203224347022893,0.2872009900231084,59.55922221992521,0.2872009900231083,0.1089864490274412,43.17489160301357,129.26875617014434,77.99949154987085
